GEO,POPULATION_MUNICIPALE,NB_CONSEILLERS_TOTAL,TOTAL_HABITANTS_FICHIER_LOGEMENT,TOTAL_LOCATAIRES,PROPORTION_LOCATAIRES,NB_CONSEILLERS_LOCATAIRES
14352,827.0,15.0,827.0,179.0,21.644498186215237,3
14353,459.0,11.0,459.0,44.0,9.586056644880173,1
14354,1893.0,19.0,1893.0,538.0,28.420496566296883,5
14355,1211.0,15.0,1211.0,99.0,8.175061932287365,1
14357,891.0,15.0,891.0,178.0,19.977553310886645,3
14358,87.0,7.0,87.0,10.0,11.494252873563218,1
14360,209.0,11.0,209.0,30.0,14.354066985645932,2
14362,155.0,11.0,155.0,47.0,30.32258064516129,3
14364,451.0,11.0,451.0,90.0,19.955654101995567,2
14365,2510.0,23.0,2510.0,559.0,22.270916334661354,5
14366,19540.0,33.0,18842.0,12524.0,66.4685277571383,22
14367,438.0,11.0,438.0,157.0,35.84474885844749,4
14368,259.0,11.0,259.0,55.0,21.235521235521233,2
14369,276.0,11.0,276.0,48.0,17.391304347826086,2
14370,3092.0,23.0,2944.0,980.0,33.28804347826087,8
14371,6183.0,29.0,6097.0,1839.0,30.16237493849434,9
14374,141.0,11.0,141.0,19.0,13.47517730496454,1
14375,160.0,11.0,160.0,20.0,12.5,1
14377,587.0,15.0,587.0,138.0,23.509369676320272,4
14378,286.0,11.0,286.0,32.0,11.188811188811188,1
14379,356.0,11.0,356.0,34.0,9.550561797752808,1
14380,204.0,11.0,204.0,25.0,12.254901960784313,1
14381,59.0,7.0,59.0,4.0,6.779661016949152,0
14383,2627.0,23.0,2503.0,998.0,39.87215341590092,9
14384,3295.0,23.0,3191.0,916.0,28.705734879348167,7
14385,160.0,11.0,160.0,15.0,9.375,1
14389,251.0,11.0,250.0,42.0,16.8,2
14390,201.0,11.0,201.0,23.0,11.442786069651742,1
14391,430.0,11.0,430.0,64.0,14.883720930232558,2
14393,364.0,11.0,364.0,53.0,14.560439560439562,2
14394,428.0,11.0,428.0,71.0,16.588785046728972,2
14396,1044.0,15.0,1026.0,193.0,18.81091617933723,3
14397,309.0,11.0,309.0,36.0,11.650485436893204,1
14398,545.0,15.0,545.0,83.0,15.229357798165138,2
14399,262.0,11.0,262.0,16.0,6.106870229007633,1
14400,200.0,11.0,200.0,31.0,15.5,2
14401,136.0,11.0,136.0,39.0,28.676470588235293,3
14402,95.0,7.0,95.0,24.0,25.263157894736842,2
14403,737.0,15.0,737.0,113.0,15.332428765264586,2
14404,119.0,11.0,119.0,25.0,21.008403361344538,2
14405,322.0,11.0,322.0,28.0,8.695652173913043,1
14406,1124.0,15.0,1124.0,89.0,7.918149466192171,1
14407,2339.0,19.0,2332.0,610.0,26.157804459691253,5
14408,2017.0,19.0,4509.0,1123.0,24.905744067420716,5
14409,2222.0,19.0,2222.0,728.0,32.76327632763276,6
14410,1082.0,15.0,1082.0,162.0,14.972273567467653,2
14411,344.0,11.0,344.0,22.0,6.395348837209303,1
14412,74.0,7.0,74.0,9.0,12.162162162162163,1
14419,250.0,11.0,250.0,29.0,11.600000000000001,1
14421,558.0,15.0,537.0,71.0,13.221601489757914,2
14424,184.0,11.0,184.0,35.0,19.021739130434785,2
14425,157.0,11.0,157.0,17.0,10.828025477707007,1
14426,164.0,11.0,164.0,35.0,21.341463414634145,2
14427,284.0,11.0,284.0,40.0,14.084507042253522,2
14430,137.0,11.0,137.0,20.0,14.5985401459854,2
14431,9678.0,29.0,9557.0,3167.0,33.13801402113634,10
14435,211.0,11.0,211.0,22.0,10.42654028436019,1
14436,567.0,15.0,567.0,67.0,11.816578483245149,2
14437,10286.0,33.0,9998.0,5149.0,51.50030006001201,17
14438,584.0,15.0,584.0,58.0,9.931506849315069,1
14439,96.0,7.0,96.0,20.0,20.833333333333336,1
14445,85.0,7.0,85.0,10.0,11.76470588235294,1
14446,90.0,7.0,90.0,0.0,0.0,0
14448,65.0,7.0,65.0,24.0,36.92307692307693,3
14449,417.0,11.0,417.0,36.0,8.633093525179856,1
14452,607.0,15.0,585.0,134.0,22.905982905982906,3
14453,348.0,11.0,348.0,56.0,16.091954022988507,2
14454,1779.0,19.0,1771.0,319.0,18.012422360248447,3
14455,274.0,11.0,274.0,26.0,9.48905109489051,1
14456,3404.0,23.0,3366.0,1129.0,33.54129530600119,8
14457,129.0,11.0,129.0,22.0,17.05426356589147,2
14458,528.0,15.0,460.0,53.0,11.521739130434783,2
14460,1369.0,15.0,1369.0,413.0,30.168005843681517,5
14461,578.0,15.0,578.0,44.0,7.612456747404845,1
14465,516.0,15.0,516.0,20.0,3.875968992248062,1
14466,350.0,11.0,350.0,20.0,5.714285714285714,1
14467,317.0,11.0,317.0,49.0,15.457413249211358,2
14468,335.0,11.0,335.0,71.0,21.19402985074627,2
14469,95.0,7.0,95.0,9.0,9.473684210526317,1
14473,107.0,11.0,107.0,21.0,19.626168224299064,2
14474,198.0,11.0,198.0,51.0,25.757575757575758,3
14475,2455.0,19.0,2404.0,333.0,13.851913477537437,3
14476,186.0,11.0,186.0,15.0,8.064516129032258,1
14478,1963.0,19.0,1843.0,927.0,50.29842647856755,10
14480,510.0,15.0,489.0,192.0,39.263803680981596,6
14482,232.0,11.0,232.0,25.0,10.775862068965516,1
14483,197.0,11.0,197.0,22.0,11.16751269035533,1
14484,254.0,11.0,254.0,51.0,20.078740157480315,2
14486,561.0,15.0,561.0,85.0,15.151515151515152,2
14487,759.0,15.0,759.0,174.0,22.92490118577075,3
14488,9261.0,29.0,9051.0,3872.0,42.77980333664789,12
14491,197.0,11.0,197.0,19.0,9.644670050761421,1
14492,317.0,11.0,317.0,105.0,33.12302839116719,4
14494,121.0,11.0,121.0,20.0,16.528925619834713,2
14495,581.0,15.0,581.0,79.0,13.59724612736661,2
14496,57.0,7.0,57.0,14.0,24.561403508771928,2
14497,341.0,11.0,341.0,54.0,15.835777126099707,2
14498,236.0,11.0,236.0,14.0,5.932203389830509,1
14499,559.0,15.0,559.0,44.0,7.8711985688729875,1
14500,154.0,11.0,154.0,38.0,24.675324675324674,3
14501,237.0,11.0,237.0,30.0,12.658227848101266,1
14502,84.0,7.0,84.0,6.0,7.142857142857142,0
14504,806.0,15.0,806.0,82.0,10.173697270471465,2
14506,248.0,11.0,248.0,49.0,19.758064516129032,2
14509,203.0,11.0,203.0,10.0,4.926108374384237,1
14510,66.0,7.0,66.0,2.0,3.0303030303030303,0
14511,64.0,7.0,64.0,22.0,34.375,2
14512,71.0,7.0,71.0,14.0,19.718309859154928,1
14514,5116.0,29.0,4823.0,2663.0,55.214596724030685,16
14515,1888.0,19.0,1768.0,810.0,45.81447963800905,9
14516,2076.0,19.0,1996.0,705.0,35.32064128256513,7
14519,113.0,11.0,113.0,19.0,16.8141592920354,2
14520,849.0,15.0,849.0,178.0,20.965842167255595,3
14522,390.0,11.0,390.0,37.0,9.487179487179487,1
14524,311.0,11.0,311.0,32.0,10.289389067524116,1
14527,545.0,15.0,540.0,85.0,15.74074074074074,2
14528,398.0,11.0,398.0,85.0,21.35678391959799,2
14529,273.0,11.0,273.0,36.0,13.186813186813188,1
14530,2055.0,19.0,2055.0,343.0,16.690997566909978,3
14531,46.0,7.0,46.0,17.0,36.95652173913043,3
14533,101.0,11.0,101.0,9.0,8.91089108910891,1
14534,406.0,11.0,406.0,96.0,23.645320197044335,3
14535,601.0,15.0,601.0,95.0,15.806988352745424,2
14536,2535.0,23.0,2535.0,1095.0,43.19526627218935,10
14538,1758.0,19.0,1758.0,379.0,21.558589306029578,4
14540,286.0,11.0,232.0,19.0,8.189655172413794,1
14541,105.0,11.0,105.0,17.0,16.19047619047619,2
14542,643.0,15.0,643.0,90.0,13.996889580093313,2
14543,2541.0,23.0,2541.0,316.0,12.436048799685164,3
14546,222.0,11.0,222.0,16.0,7.207207207207207,1
14547,151.0,11.0,151.0,19.0,12.582781456953644,1
14550,88.0,7.0,88.0,20.0,22.727272727272727,2
14552,491.0,11.0,491.0,75.0,15.274949083503056,2
14554,1829.0,19.0,1792.0,145.0,8.091517857142858,2
14555,450.0,11.0,450.0,52.0,11.555555555555555,1
14556,1727.0,19.0,1638.0,542.0,33.089133089133085,6
14557,1103.0,15.0,991.0,362.0,36.52875882946518,5
14558,1119.0,15.0,1119.0,215.0,19.213583556747096,3
14559,221.0,11.0,221.0,64.0,28.95927601809955,3
14562,2125.0,19.0,2125.0,717.0,33.741176470588236,6
14563,467.0,11.0,467.0,85.0,18.201284796573873,2
14565,252.0,11.0,252.0,49.0,19.444444444444446,2
14566,2459.0,19.0,2442.0,681.0,27.88697788697789,5
14569,244.0,11.0,244.0,10.0,4.098360655737705,0
14570,2465.0,19.0,2398.0,258.0,10.758965804837365,2
14571,301.0,11.0,301.0,20.0,6.64451827242525,1
14572,760.0,15.0,754.0,126.0,16.710875331564985,3
14574,1772.0,19.0,1675.0,431.0,25.731343283582092,5
14575,381.0,11.0,381.0,69.0,18.11023622047244,2
14576,509.0,15.0,509.0,76.0,14.931237721021612,2
14578,1313.0,15.0,1280.0,358.0,27.968749999999996,4
14579,1309.0,15.0,1309.0,208.0,15.889992360580596,2
14581,,,1882.0,229.0,12.167906482465462,
14582,698.0,15.0,698.0,88.0,12.607449856733524,2
14586,151.0,11.0,151.0,32.0,21.192052980132452,2
14587,2493.0,19.0,2493.0,1529.0,61.33172884075411,12
14588,352.0,11.0,352.0,33.0,9.375,1
14589,960.0,15.0,960.0,218.0,22.708333333333332,3
14590,136.0,11.0,136.0,34.0,25.0,3
14591,697.0,15.0,697.0,147.0,21.09038737446198,3
14592,1333.0,15.0,1333.0,221.0,16.579144786196547,2
14593,668.0,15.0,655.0,112.0,17.099236641221374,3
14595,238.0,11.0,238.0,22.0,9.243697478991598,1
14598,280.0,11.0,280.0,21.0,7.5,1
14601,172.0,11.0,172.0,46.0,26.744186046511626,3
14602,265.0,11.0,265.0,44.0,16.60377358490566,2
14603,510.0,15.0,510.0,48.0,9.411764705882353,1
14605,262.0,11.0,262.0,22.0,8.396946564885496,1
14606,239.0,11.0,239.0,15.0,6.2761506276150625,1
14607,135.0,11.0,135.0,16.0,11.851851851851853,1
14609,521.0,15.0,498.0,80.0,16.06425702811245,2
14610,2141.0,19.0,2121.0,286.0,13.484205563413484,3
14613,86.0,7.0,86.0,11.0,12.790697674418606,1
14614,755.0,15.0,755.0,155.0,20.52980132450331,3
14619,128.0,11.0,128.0,37.0,28.90625,3
14620,427.0,11.0,427.0,70.0,16.39344262295082,2
14621,530.0,15.0,530.0,87.0,16.41509433962264,2
14622,120.0,11.0,120.0,14.0,11.666666666666666,1
14623,2511.0,23.0,,,,
14625,767.0,15.0,767.0,211.0,27.509778357235987,4
14626,999.0,15.0,999.0,91.0,9.10910910910911,1
14627,391.0,11.0,391.0,24.0,6.138107416879795,1
14630,760.0,15.0,760.0,173.0,22.763157894736842,3
14635,190.0,11.0,190.0,20.0,10.526315789473683,1
14637,227.0,11.0,227.0,29.0,12.77533039647577,1
14639,256.0,11.0,256.0,40.0,15.625,2
14640,245.0,11.0,245.0,30.0,12.244897959183673,1
14643,830.0,15.0,830.0,66.0,7.951807228915662,1
14644,650.0,15.0,650.0,78.0,12.0,2
14645,165.0,11.0,165.0,36.0,21.818181818181817,2
14646,461.0,11.0,461.0,80.0,17.35357917570499,2
14648,453.0,11.0,453.0,43.0,9.492273730684326,1
14649,442.0,11.0,431.0,52.0,12.064965197215777,1
14650,181.0,11.0,181.0,61.0,33.70165745856354,4
14651,291.0,11.0,291.0,68.0,23.367697594501717,3
14652,73.0,7.0,73.0,10.0,13.698630136986301,1
14654,7265.0,29.0,6840.0,2351.0,34.37134502923976,10
14656,982.0,15.0,982.0,299.0,30.448065173116092,5
14657,313.0,11.0,313.0,39.0,12.460063897763577,1
14658,4236.0,27.0,4105.0,1066.0,25.96833130328867,7
14659,1454.0,15.0,1454.0,373.0,25.653370013755154,4
14660,115.0,11.0,114.0,13.0,11.403508771929824,1
14661,159.0,11.0,159.0,17.0,10.69182389937107,1
14663,2533.0,23.0,2352.0,697.0,29.6343537414966,7
14664,320.0,11.0,320.0,69.0,21.5625,2
14665,290.0,11.0,290.0,38.0,13.10344827586207,1
14666,1884.0,19.0,1869.0,406.0,21.722846441947567,4
14667,223.0,11.0,223.0,29.0,13.004484304932735,1
14668,328.0,11.0,328.0,31.0,9.451219512195122,1
14669,212.0,11.0,212.0,30.0,14.150943396226415,2
14672,895.0,15.0,895.0,147.0,16.424581005586592,2
14674,116.0,11.0,116.0,3.0,2.586206896551724,0
14675,2190.0,19.0,2182.0,516.0,23.64802933088909,4
14676,987.0,15.0,987.0,135.0,13.677811550151976,2
14677,250.0,11.0,250.0,12.0,4.8,1
14678,635.0,15.0,635.0,87.0,13.700787401574804,2
14679,675.0,15.0,675.0,95.0,14.074074074074074,2
14680,167.0,11.0,167.0,55.0,32.93413173652694,4
14681,142.0,11.0,142.0,14.0,9.859154929577464,1
14682,474.0,11.0,474.0,87.0,18.354430379746837,2
14684,248.0,11.0,248.0,46.0,18.548387096774192,2
14685,1851.0,19.0,1815.0,198.0,10.909090909090908,2
14687,197.0,11.0,197.0,35.0,17.766497461928935,2
14689,3593.0,27.0,3507.0,1174.0,33.47590533219276,9
14692,1813.0,19.0,1812.0,547.0,30.187637969094922,6
14694,529.0,15.0,529.0,31.0,5.8601134215500945,1
14698,391.0,11.0,391.0,56.0,14.322250639386189,2
14699,3857.0,27.0,3848.0,2137.0,55.53534303534303,15
14700,694.0,15.0,682.0,65.0,9.530791788856305,1
14701,846.0,15.0,846.0,187.0,22.10401891252955,3
14705,147.0,11.0,147.0,19.0,12.925170068027212,1
14706,258.0,11.0,258.0,29.0,11.24031007751938,1
14707,1140.0,15.0,1137.0,230.0,20.22867194371152,3
14708,305.0,11.0,305.0,45.0,14.754098360655737,2
14709,348.0,11.0,348.0,56.0,16.091954022988507,2
14710,109.0,11.0,109.0,19.0,17.431192660550458,2
14711,922.0,15.0,882.0,366.0,41.49659863945578,6
14712,3442.0,23.0,3337.0,972.0,29.127959244830688,7
14713,561.0,15.0,561.0,50.0,8.9126559714795,1
14714,762.0,15.0,762.0,77.0,10.104986876640421,2
14715,4624.0,27.0,4410.0,2348.0,53.24263038548753,14
14716,212.0,11.0,212.0,23.0,10.849056603773585,1
14719,761.0,15.0,761.0,67.0,8.804204993429698,1
14720,845.0,15.0,845.0,98.0,11.597633136094675,2
14721,680.0,15.0,680.0,121.0,17.794117647058822,3
14723,264.0,11.0,264.0,44.0,16.666666666666664,2
14724,1028.0,15.0,1028.0,183.0,17.801556420233464,3
14726,5692.0,29.0,5639.0,1539.0,27.292073062599755,8
14728,600.0,15.0,600.0,69.0,11.5,2
14731,199.0,11.0,199.0,35.0,17.587939698492463,2
14732,284.0,11.0,284.0,60.0,21.12676056338028,2
14733,322.0,11.0,322.0,32.0,9.937888198757763,1
14734,335.0,11.0,335.0,90.0,26.865671641791046,3
14735,802.0,15.0,802.0,88.0,10.972568578553615,2
14737,508.0,15.0,508.0,82.0,16.141732283464567,2
14738,3927.0,27.0,3815.0,1392.0,36.48754914809961,10
14739,1622.0,19.0,1622.0,238.0,14.67324290998767,3
14740,1181.0,15.0,1181.0,372.0,31.498729889923794,5
14741,130.0,11.0,130.0,29.0,22.30769230769231,2
14742,69.0,7.0,69.0,2.0,2.898550724637681,0
14743,80.0,7.0,131.0,22.0,16.793893129770993,1
14744,266.0,11.0,266.0,36.0,13.533834586466165,1
14745,232.0,11.0,232.0,51.0,21.982758620689655,2
14747,710.0,15.0,710.0,82.0,11.549295774647888,2
14748,91.0,7.0,91.0,3.0,3.296703296703297,0
14751,285.0,11.0,285.0,58.0,20.350877192982455,2
14752,3113.0,23.0,2936.0,1488.0,50.68119891008175,12
14753,725.0,15.0,725.0,113.0,15.586206896551724,2
14754,2437.0,19.0,2437.0,897.0,36.80755026672138,7
14755,606.0,15.0,606.0,193.0,31.84818481848185,5
14756,222.0,11.0,222.0,28.0,12.612612612612612,1
14758,834.0,15.0,834.0,66.0,7.913669064748201,1
14759,269.0,11.0,269.0,30.0,11.152416356877323,1
14760,709.0,15.0,709.0,36.0,5.077574047954866,1
14761,884.0,15.0,884.0,286.0,32.35294117647059,5
14762,17411.0,33.0,16712.0,7101.0,42.49042604116802,14
14764,999.0,15.0,999.0,290.0,29.02902902902903,4
15001,783.0,15.0,722.0,152.0,21.052631578947366,3
15002,225.0,11.0,225.0,26.0,11.555555555555555,1
15003,596.0,15.0,551.0,85.0,15.426497277676951,2
15004,474.0,11.0,474.0,88.0,18.565400843881857,2
15005,403.0,11.0,403.0,51.0,12.655086848635236,1
15006,724.0,15.0,724.0,145.0,20.027624309392262,3
15007,122.0,11.0,122.0,13.0,10.655737704918032,1
15008,282.0,11.0,282.0,63.0,22.340425531914892,2
15009,180.0,11.0,180.0,49.0,27.22222222222222,3
15010,203.0,11.0,203.0,32.0,15.763546798029557,2
15011,178.0,11.0,178.0,44.0,24.719101123595504,3
15012,6363.0,29.0,6275.0,1505.0,23.98406374501992,7
15013,142.0,11.0,142.0,19.0,13.380281690140844,1
15014,26189.0,35.0,24631.0,12139.0,49.283423328326094,17
15015,161.0,11.0,161.0,39.0,24.22360248447205,3
15016,618.0,15.0,618.0,84.0,13.592233009708737,2
15017,130.0,11.0,130.0,15.0,11.538461538461538,1
15018,138.0,11.0,138.0,33.0,23.91304347826087,3
15019,222.0,11.0,222.0,41.0,18.46846846846847,2
15020,84.0,7.0,84.0,13.0,15.476190476190476,1
15021,665.0,15.0,630.0,104.0,16.507936507936506,2
15022,160.0,11.0,160.0,20.0,12.5,1
15024,77.0,7.0,77.0,9.0,11.688311688311687,1
15025,240.0,11.0,240.0,44.0,18.333333333333332,2
15026,179.0,11.0,167.0,16.0,9.580838323353294,1
15027,724.0,15.0,724.0,144.0,19.88950276243094,3
15028,390.0,11.0,390.0,36.0,9.230769230769232,1
15029,503.0,15.0,503.0,77.0,15.308151093439365,2
15030,297.0,11.0,297.0,51.0,17.17171717171717,2
15032,58.0,7.0,58.0,6.0,10.344827586206897,1
15033,217.0,11.0,217.0,11.0,5.0691244239631335,1
15034,139.0,11.0,139.0,20.0,14.388489208633093,2
15036,457.0,11.0,457.0,79.0,17.286652078774615,2
15037,1023.0,15.0,992.0,227.0,22.883064516129032,3
15038,1028.0,15.0,1028.0,266.0,25.87548638132296,4
15040,99.0,7.0,99.0,12.0,12.121212121212121,1
15041,258.0,11.0,258.0,23.0,8.914728682170542,1
15042,239.0,11.0,239.0,45.0,18.828451882845187,2
15043,72.0,7.0,72.0,5.0,6.944444444444445,0
15045,814.0,15.0,705.0,195.0,27.659574468085108,4
15046,223.0,11.0,223.0,41.0,18.385650224215247,2
15048,33.0,7.0,33.0,5.0,15.151515151515152,1
15049,224.0,11.0,224.0,44.0,19.642857142857142,2
15050,161.0,11.0,161.0,25.0,15.527950310559005,2
15051,193.0,11.0,193.0,34.0,17.616580310880828,2
15052,157.0,11.0,157.0,29.0,18.471337579617835,2
15053,428.0,11.0,428.0,83.0,19.39252336448598,2
15054,950.0,15.0,870.0,206.0,23.678160919540232,4
15055,445.0,11.0,445.0,67.0,15.056179775280897,2
15056,870.0,15.0,835.0,101.0,12.095808383233534,2
15057,192.0,11.0,192.0,41.0,21.354166666666664,2
15058,147.0,11.0,147.0,29.0,19.727891156462583,2
15059,120.0,11.0,120.0,4.0,3.3333333333333335,0
15060,53.0,7.0,53.0,10.0,18.867924528301888,1
15061,238.0,11.0,238.0,43.0,18.067226890756302,2
15063,323.0,11.0,323.0,67.0,20.743034055727556,2
15064,83.0,7.0,83.0,17.0,20.481927710843372,1
15065,79.0,7.0,79.0,14.0,17.72151898734177,1
15066,116.0,11.0,116.0,11.0,9.482758620689655,1
15067,31.0,7.0,31.0,7.0,22.58064516129032,2
15069,238.0,11.0,238.0,34.0,14.285714285714285,2
15070,208.0,11.0,208.0,55.0,26.442307692307693,3
15072,216.0,11.0,216.0,28.0,12.962962962962962,1
15073,95.0,7.0,95.0,14.0,14.736842105263156,1
15074,736.0,15.0,736.0,105.0,14.266304347826086,2
15075,71.0,7.0,71.0,9.0,12.676056338028168,1
15076,174.0,11.0,174.0,32.0,18.39080459770115,2
15077,68.0,7.0,68.0,17.0,25.0,2
15078,155.0,11.0,155.0,19.0,12.258064516129032,1
15079,360.0,11.0,360.0,57.0,15.833333333333332,2
15080,155.0,11.0,155.0,32.0,20.64516129032258,2
15081,107.0,11.0,107.0,24.0,22.429906542056074,2
15082,288.0,11.0,288.0,34.0,11.805555555555555,1
15083,2040.0,19.0,2040.0,336.0,16.470588235294116,3
15084,297.0,11.0,297.0,52.0,17.50841750841751,2
15085,480.0,11.0,480.0,69.0,14.374999999999998,2
15086,59.0,7.0,59.0,23.0,38.983050847457626,3
15087,402.0,11.0,402.0,48.0,11.940298507462686,1
15088,520.0,15.0,520.0,39.0,7.5,1
15089,435.0,11.0,435.0,46.0,10.574712643678161,1
15090,591.0,15.0,591.0,154.0,26.057529610829107,4
15091,86.0,7.0,86.0,18.0,20.930232558139537,1
15092,1350.0,15.0,1325.0,208.0,15.69811320754717,2
15093,94.0,7.0,91.0,12.0,13.186813186813188,1
15094,791.0,15.0,652.0,205.0,31.441717791411044,5
15095,349.0,11.0,349.0,28.0,8.022922636103152,1
15096,266.0,11.0,266.0,45.0,16.917293233082706,2
15097,108.0,11.0,108.0,16.0,14.814814814814813,2
15098,84.0,7.0,84.0,15.0,17.857142857142858,1
15100,135.0,11.0,135.0,11.0,8.148148148148149,1
15101,526.0,15.0,520.0,103.0,19.807692307692307,3
15102,113.0,11.0,113.0,15.0,13.274336283185843,1
15103,244.0,11.0,244.0,20.0,8.19672131147541,1
15104,315.0,11.0,315.0,47.0,14.920634920634921,2
15105,36.0,7.0,36.0,4.0,11.11111111111111,1
15106,171.0,11.0,171.0,18.0,10.526315789473683,1
15107,163.0,11.0,163.0,14.0,8.588957055214724,1
15108,946.0,15.0,946.0,175.0,18.49894291754757,3
15110,119.0,11.0,119.0,11.0,9.243697478991598,1
15111,204.0,11.0,204.0,28.0,13.725490196078432,2
15112,89.0,7.0,89.0,12.0,13.48314606741573,1
15113,174.0,11.0,174.0,28.0,16.091954022988507,2
15114,510.0,15.0,457.0,82.0,17.943107221006567,3
15116,132.0,11.0,132.0,31.0,23.484848484848484,3
15117,593.0,15.0,593.0,142.0,23.946037099494095,4
15118,686.0,15.0,681.0,92.0,13.509544787077827,2
15119,1801.0,19.0,1690.0,469.0,27.75147928994083,5
15120,3503.0,27.0,3181.0,1227.0,38.57277585664885,10
15121,104.0,11.0,104.0,19.0,18.269230769230766,2
15122,2131.0,19.0,1992.0,684.0,34.33734939759036,7
15123,154.0,11.0,154.0,6.0,3.896103896103896,0
15124,531.0,15.0,531.0,71.0,13.370998116760829,2
15125,124.0,11.0,124.0,27.0,21.774193548387096,2
15126,78.0,7.0,78.0,12.0,15.384615384615385,1
15127,272.0,11.0,272.0,51.0,18.75,2
15128,119.0,11.0,119.0,29.0,24.369747899159663,3
15129,163.0,11.0,163.0,32.0,19.631901840490798,2
15130,142.0,11.0,142.0,18.0,12.676056338028168,1
15131,269.0,11.0,269.0,45.0,16.728624535315987,2
15132,31.0,7.0,31.0,4.0,12.903225806451612,1
15133,134.0,11.0,134.0,42.0,31.343283582089555,3
15134,832.0,15.0,740.0,147.0,19.864864864864863,3
15135,113.0,11.0,113.0,22.0,19.469026548672566,2
15137,251.0,11.0,251.0,38.0,15.139442231075698,2
15138,1770.0,19.0,1605.0,649.0,40.43613707165109,8
15139,68.0,7.0,68.0,17.0,25.0,2
15140,2164.0,19.0,2149.0,357.0,16.612377850162865,3
15141,1577.0,19.0,1546.0,322.0,20.827943078913325,4
15142,1689.0,19.0,1689.0,255.0,15.097690941385435,3
15143,106.0,11.0,106.0,17.0,16.037735849056602,2
15144,318.0,11.0,318.0,46.0,14.465408805031446,2
15146,137.0,11.0,137.0,17.0,12.408759124087592,1
15147,470.0,11.0,460.0,101.0,21.956521739130437,2
15148,434.0,11.0,434.0,93.0,21.428571428571427,2
15149,258.0,11.0,181.0,28.0,15.469613259668508,2
15151,141.0,11.0,141.0,20.0,14.184397163120568,2
15152,891.0,15.0,814.0,219.0,26.9041769041769,4
15153,1464.0,15.0,1424.0,275.0,19.31179775280899,3
15154,1205.0,15.0,1205.0,236.0,19.585062240663902,3
15155,81.0,7.0,81.0,10.0,12.345679012345679,1
15156,686.0,15.0,686.0,92.0,13.411078717201166,2
15157,347.0,11.0,331.0,63.0,19.033232628398792,2
15158,99.0,7.0,99.0,14.0,14.14141414141414,1
15159,273.0,11.0,244.0,53.0,21.721311475409834,2
15160,1094.0,15.0,1030.0,125.0,12.135922330097088,2
15161,110.0,11.0,110.0,23.0,20.909090909090907,2
15162,2403.0,19.0,2192.0,638.0,29.105839416058394,6
15163,1104.0,15.0,1104.0,107.0,9.692028985507246,1
15164,562.0,15.0,562.0,74.0,13.167259786476867,2
15165,188.0,11.0,188.0,32.0,17.02127659574468,2
15166,329.0,11.0,329.0,48.0,14.58966565349544,2
15167,110.0,11.0,110.0,31.0,28.18181818181818,3
15168,715.0,15.0,715.0,146.0,20.41958041958042,3
15169,821.0,15.0,754.0,229.0,30.371352785145888,5
15170,227.0,11.0,227.0,35.0,15.418502202643172,2
15172,85.0,7.0,85.0,11.0,12.941176470588237,1
15173,113.0,11.0,113.0,16.0,14.15929203539823,2
15174,254.0,11.0,254.0,33.0,12.992125984251967,1
15175,1047.0,15.0,1014.0,167.0,16.469428007889547,2
15176,237.0,11.0,237.0,64.0,27.004219409282697,3
15178,139.0,11.0,139.0,23.0,16.546762589928058,2
15179,250.0,11.0,250.0,43.0,17.2,2
15180,78.0,7.0,78.0,24.0,30.76923076923077,2
15181,568.0,15.0,568.0,69.0,12.147887323943662,2
15182,124.0,11.0,124.0,35.0,28.225806451612907,3
15183,124.0,11.0,124.0,16.0,12.903225806451612,1
15184,787.0,15.0,787.0,136.0,17.280813214739517,3
15185,252.0,11.0,245.0,42.0,17.142857142857142,2
15186,231.0,11.0,231.0,27.0,11.688311688311687,1
15187,6390.0,29.0,5872.0,2765.0,47.08787465940055,14
15188,1176.0,15.0,1176.0,147.0,12.5,2
15189,229.0,11.0,229.0,56.0,24.45414847161572,3
15190,98.0,7.0,98.0,16.0,16.3265306122449,1
15191,649.0,15.0,527.0,100.0,18.975332068311197,3
15192,292.0,11.0,292.0,72.0,24.65753424657534,3
15194,102.0,11.0,102.0,16.0,15.686274509803921,2
15196,1537.0,19.0,1536.0,255.0,16.6015625,3
15198,103.0,11.0,103.0,20.0,19.41747572815534,2
15199,71.0,7.0,71.0,16.0,22.535211267605636,2
15200,154.0,11.0,154.0,14.0,9.090909090909092,1
15201,219.0,11.0,219.0,50.0,22.831050228310502,3
15202,713.0,15.0,693.0,160.0,23.08802308802309,3
15203,186.0,11.0,186.0,38.0,20.43010752688172,2
15204,1538.0,19.0,1538.0,222.0,14.434330299089726,3
15205,105.0,11.0,105.0,18.0,17.142857142857142,2
15206,146.0,11.0,146.0,45.0,30.82191780821918,3
15207,337.0,11.0,337.0,72.0,21.364985163204746,2
15208,133.0,11.0,133.0,29.0,21.804511278195488,2
15209,121.0,11.0,121.0,22.0,18.181818181818183,2
15211,285.0,11.0,285.0,56.0,19.649122807017545,2
15212,365.0,11.0,365.0,52.0,14.246575342465754,2
15213,191.0,11.0,191.0,36.0,18.848167539267017,2
15214,178.0,11.0,178.0,26.0,14.606741573033707,2
15215,1142.0,15.0,1141.0,181.0,15.86327782646801,2
15216,449.0,11.0,420.0,70.0,16.666666666666664,2
15217,96.0,7.0,96.0,10.0,10.416666666666668,1
15218,70.0,7.0,70.0,19.0,27.142857142857142,2
15219,312.0,11.0,268.0,73.0,27.238805970149254,3
