GEO,POPULATION_MUNICIPALE,NB_CONSEILLERS_TOTAL,TOTAL_HABITANTS_FICHIER_LOGEMENT,TOTAL_LOCATAIRES,PROPORTION_LOCATAIRES,NB_CONSEILLERS_LOCATAIRES
50083,638.0,15.0,638.0,108.0,16.927899686520377,3
50084,533.0,15.0,533.0,117.0,21.951219512195124,3
50085,1263.0,15.0,1263.0,310.0,24.54473475851148,4
50086,321.0,11.0,321.0,42.0,13.084112149532709,1
50087,2146.0,19.0,2146.0,282.0,13.140726933830383,2
50088,140.0,11.0,140.0,28.0,20.0,2
50090,612.0,15.0,612.0,142.0,23.202614379084967,3
50092,693.0,15.0,665.0,127.0,19.097744360902254,3
50093,435.0,11.0,434.0,68.0,15.668202764976957,2
50094,386.0,11.0,386.0,52.0,13.471502590673575,1
50095,1723.0,19.0,1683.0,399.0,23.707664884135475,5
50096,216.0,11.0,216.0,37.0,17.12962962962963,2
50097,119.0,11.0,119.0,26.0,21.84873949579832,2
50098,619.0,15.0,619.0,104.0,16.80129240710824,3
50099,10220.0,33.0,9631.0,4051.0,42.062091163949745,14
50101,240.0,11.0,231.0,20.0,8.658008658008658,1
50102,768.0,15.0,768.0,176.0,22.916666666666664,3
50105,103.0,11.0,103.0,20.0,19.41747572815534,2
50106,268.0,11.0,268.0,50.0,18.65671641791045,2
50108,413.0,11.0,413.0,59.0,14.285714285714285,2
50109,1806.0,19.0,1747.0,509.0,29.135661133371492,6
50110,1014.0,15.0,947.0,155.0,16.367476240760297,2
50111,1026.0,15.0,1007.0,310.0,30.784508440913605,5
50112,443.0,11.0,443.0,110.0,24.830699774266364,3
50115,390.0,11.0,390.0,71.0,18.205128205128204,2
50117,341.0,11.0,341.0,75.0,21.994134897360702,2
50118,322.0,11.0,322.0,72.0,22.36024844720497,2
50120,393.0,11.0,393.0,44.0,11.195928753180661,1
50121,244.0,11.0,244.0,66.0,27.049180327868854,3
50124,171.0,11.0,171.0,49.0,28.654970760233915,3
50126,130.0,11.0,130.0,40.0,30.76923076923077,3
50129,78028.0,49.0,75877.0,39372.0,51.88924179922769,25
50130,438.0,11.0,438.0,98.0,22.37442922374429,2
50135,228.0,11.0,228.0,20.0,8.771929824561402,1
50137,627.0,15.0,627.0,144.0,22.966507177033492,3
50138,566.0,15.0,566.0,59.0,10.424028268551238,2
50139,4136.0,27.0,4093.0,887.0,21.671145858783287,6
50142,1083.0,15.0,1075.0,155.0,14.418604651162791,2
50143,873.0,15.0,873.0,93.0,10.652920962199312,2
50144,529.0,15.0,529.0,148.0,27.977315689981097,4
50145,623.0,15.0,623.0,117.0,18.780096308186195,3
50146,219.0,11.0,219.0,51.0,23.28767123287671,3
50147,8372.0,29.0,7404.0,4171.0,56.33441383036196,16
50148,577.0,15.0,577.0,75.0,12.99826689774697,2
50149,1228.0,15.0,1228.0,146.0,11.889250814332247,2
50150,223.0,11.0,223.0,33.0,14.798206278026907,2
50151,2079.0,19.0,2051.0,585.0,28.522671867381767,5
50152,230.0,11.0,230.0,51.0,22.17391304347826,2
50155,298.0,11.0,298.0,61.0,20.469798657718123,2
50156,62.0,7.0,62.0,10.0,16.129032258064516,1
50158,263.0,11.0,254.0,69.0,27.165354330708663,3
50159,660.0,15.0,624.0,150.0,24.03846153846154,4
50161,605.0,15.0,565.0,70.0,12.389380530973451,2
50162,1665.0,19.0,1664.0,126.0,7.572115384615384,1
50164,998.0,15.0,998.0,240.0,24.04809619238477,4
50165,3133.0,23.0,3105.0,1190.0,38.32528180354267,9
50166,326.0,11.0,326.0,62.0,19.018404907975462,2
50167,789.0,15.0,789.0,156.0,19.771863117870723,3
50168,2829.0,23.0,2702.0,936.0,34.64100666173205,8
50169,112.0,11.0,112.0,15.0,13.392857142857142,1
50172,342.0,11.0,342.0,61.0,17.83625730994152,2
50174,194.0,11.0,194.0,22.0,11.34020618556701,1
50175,180.0,11.0,180.0,36.0,20.0,2
50176,344.0,11.0,344.0,45.0,13.08139534883721,1
50177,376.0,11.0,376.0,58.0,15.425531914893616,2
50178,1291.0,15.0,1291.0,183.0,14.175058094500386,2
50181,353.0,11.0,353.0,71.0,20.113314447592067,2
50182,299.0,11.0,299.0,41.0,13.712374581939798,2
50183,349.0,11.0,349.0,54.0,15.472779369627506,2
50184,1682.0,19.0,1621.0,799.0,49.29056138186304,9
50185,1085.0,15.0,1085.0,176.0,16.22119815668203,2
50186,227.0,11.0,227.0,27.0,11.894273127753303,1
50188,1109.0,15.0,1109.0,224.0,20.198376916140667,3
50190,164.0,11.0,164.0,29.0,17.682926829268293,2
50192,131.0,11.0,131.0,17.0,12.977099236641221,1
50193,222.0,11.0,222.0,30.0,13.513513513513514,1
50194,377.0,11.0,377.0,41.0,10.875331564986737,1
50195,268.0,11.0,268.0,62.0,23.134328358208954,3
50196,468.0,11.0,466.0,60.0,12.875536480686694,1
50197,2028.0,19.0,2028.0,570.0,28.106508875739642,5
50198,498.0,11.0,498.0,141.0,28.313253012048197,3
50199,453.0,11.0,453.0,103.0,22.737306843267106,3
50200,818.0,15.0,818.0,191.0,23.34963325183374,4
50205,295.0,11.0,295.0,27.0,9.152542372881356,1
50207,165.0,11.0,165.0,29.0,17.575757575757574,2
50208,162.0,11.0,162.0,13.0,8.024691358024691,1
50209,1504.0,19.0,1504.0,220.0,14.627659574468085,3
50210,347.0,11.0,347.0,46.0,13.256484149855908,1
50214,291.0,11.0,291.0,80.0,27.491408934707906,3
50215,3266.0,23.0,3266.0,740.0,22.6576852418861,5
50216,800.0,15.0,749.0,176.0,23.49799732977303,4
50217,595.0,15.0,595.0,126.0,21.176470588235293,3
50218,12799.0,33.0,11924.0,6389.0,53.5810130828581,18
50219,674.0,15.0,674.0,123.0,18.24925816023739,3
50221,70.0,7.0,70.0,13.0,18.571428571428573,1
50222,804.0,15.0,804.0,126.0,15.671641791044777,2
50225,139.0,11.0,139.0,32.0,23.021582733812952,3
50227,312.0,11.0,312.0,81.0,25.961538461538463,3
50228,1077.0,15.0,1077.0,327.0,30.362116991643457,5
50229,109.0,11.0,109.0,33.0,30.275229357798167,3
50230,924.0,15.0,924.0,87.0,9.415584415584416,1
50231,707.0,15.0,707.0,187.0,26.449787835926447,4
50232,452.0,11.0,452.0,78.0,17.25663716814159,2
50233,154.0,11.0,154.0,19.0,12.337662337662337,1
50234,67.0,7.0,67.0,10.0,14.925373134328357,1
50235,285.0,11.0,285.0,47.0,16.49122807017544,2
50236,3986.0,27.0,3952.0,1227.0,31.047570850202426,8
50237,1261.0,15.0,1199.0,563.0,46.9557964970809,7
50238,462.0,11.0,362.0,74.0,20.441988950276244,2
50239,1781.0,19.0,1773.0,315.0,17.766497461928935,3
50240,563.0,15.0,563.0,75.0,13.321492007104796,2
50241,186.0,11.0,186.0,16.0,8.60215053763441,1
50243,462.0,11.0,462.0,99.0,21.428571428571427,2
50246,72.0,7.0,72.0,12.0,16.666666666666664,1
50247,194.0,11.0,194.0,40.0,20.618556701030926,2
50251,361.0,11.0,361.0,42.0,11.634349030470915,1
50252,926.0,15.0,926.0,151.0,16.30669546436285,2
50253,168.0,11.0,168.0,42.0,25.0,3
50256,3187.0,23.0,3187.0,720.0,22.59177910260433,5
50258,85.0,7.0,85.0,6.0,7.0588235294117645,0
50259,664.0,15.0,664.0,162.0,24.397590361445783,4
50260,1678.0,19.0,1654.0,465.0,28.1136638452237,5
50261,167.0,11.0,167.0,25.0,14.97005988023952,2
50262,535.0,15.0,535.0,150.0,28.037383177570092,4
50263,382.0,11.0,382.0,112.0,29.31937172774869,3
50265,185.0,11.0,185.0,40.0,21.62162162162162,2
50266,463.0,11.0,463.0,94.0,20.302375809935207,2
50267,2255.0,19.0,2215.0,853.0,38.510158013544014,7
50268,244.0,11.0,244.0,44.0,18.0327868852459,2
50269,214.0,11.0,214.0,28.0,13.084112149532709,1
50270,400.0,11.0,400.0,59.0,14.75,2
50271,88.0,7.0,88.0,14.0,15.909090909090908,1
50272,1668.0,19.0,1609.0,400.0,24.860161591050343,5
50273,1438.0,15.0,1383.0,263.0,19.016630513376718,3
50274,1028.0,15.0,1008.0,220.0,21.825396825396826,3
50275,117.0,11.0,117.0,17.0,14.529914529914532,2
50276,608.0,15.0,608.0,159.0,26.151315789473685,4
50277,612.0,15.0,612.0,53.0,8.660130718954248,1
50278,262.0,11.0,262.0,40.0,15.267175572519085,2
50279,570.0,15.0,570.0,133.0,23.333333333333332,3
50281,847.0,15.0,847.0,236.0,27.863046044864227,4
50282,285.0,11.0,285.0,48.0,16.842105263157894,2
50283,81.0,7.0,81.0,11.0,13.580246913580247,1
50285,311.0,11.0,282.0,35.0,12.411347517730496,1
50288,1286.0,15.0,1286.0,311.0,24.183514774494558,4
50289,684.0,15.0,684.0,152.0,22.22222222222222,3
50290,353.0,11.0,353.0,63.0,17.847025495750707,2
50291,117.0,11.0,117.0,36.0,30.76923076923077,3
50292,2754.0,23.0,2689.0,758.0,28.188917813313502,6
50294,1340.0,15.0,1273.0,288.0,22.623723487824037,3
50295,147.0,11.0,147.0,22.0,14.965986394557824,2
50296,229.0,11.0,229.0,38.0,16.593886462882097,2
50297,998.0,15.0,998.0,187.0,18.7374749498998,3
50298,648.0,15.0,648.0,82.0,12.654320987654321,2
50299,204.0,11.0,204.0,30.0,14.705882352941178,2
50300,158.0,11.0,158.0,36.0,22.78481012658228,3
50302,287.0,11.0,287.0,37.0,12.89198606271777,1
50304,195.0,11.0,195.0,42.0,21.53846153846154,2
50305,727.0,15.0,727.0,85.0,11.691884456671252,2
50310,180.0,11.0,180.0,45.0,25.0,3
50311,222.0,11.0,222.0,52.0,23.423423423423422,3
50312,142.0,11.0,142.0,44.0,30.985915492957744,3
50315,251.0,11.0,251.0,44.0,17.52988047808765,2
50317,269.0,11.0,269.0,31.0,11.524163568773234,1
50321,470.0,11.0,470.0,34.0,7.234042553191489,1
50324,108.0,11.0,108.0,9.0,8.333333333333332,1
50326,237.0,11.0,237.0,41.0,17.29957805907173,2
50327,195.0,11.0,195.0,68.0,34.87179487179487,4
50328,760.0,15.0,760.0,133.0,17.5,3
50332,730.0,15.0,730.0,100.0,13.698630136986301,2
50334,272.0,11.0,272.0,64.0,23.52941176470588,3
50335,499.0,11.0,499.0,84.0,16.83366733466934,2
50336,208.0,11.0,208.0,29.0,13.942307692307693,2
50338,325.0,11.0,325.0,72.0,22.153846153846153,2
50340,185.0,11.0,185.0,32.0,17.2972972972973,2
50341,1951.0,19.0,1833.0,988.0,53.90070921985816,10
50342,798.0,15.0,798.0,151.0,18.922305764411025,3
50345,702.0,15.0,702.0,84.0,11.965811965811966,2
50347,250.0,11.0,249.0,49.0,19.67871485943775,2
50349,1413.0,15.0,1369.0,362.0,26.442658875091308,4
50350,543.0,15.0,543.0,99.0,18.23204419889503,3
50351,79.0,7.0,79.0,5.0,6.329113924050633,0
50352,345.0,11.0,345.0,88.0,25.507246376811594,3
50353,23.0,7.0,11.0,7.0,63.63636363636363,4
50356,779.0,15.0,779.0,200.0,25.673940949935815,4
50357,70.0,7.0,70.0,15.0,21.428571428571427,2
50359,2954.0,23.0,2779.0,807.0,29.039222741993527,7
50360,278.0,11.0,278.0,49.0,17.62589928057554,2
50361,246.0,11.0,246.0,75.0,30.48780487804878,3
50362,281.0,11.0,281.0,65.0,23.131672597864767,3
50363,1465.0,15.0,1462.0,443.0,30.300957592339262,5
50364,730.0,15.0,730.0,120.0,16.43835616438356,2
50365,494.0,11.0,494.0,93.0,18.82591093117409,2
50368,68.0,7.0,68.0,14.0,20.588235294117645,1
50369,844.0,15.0,844.0,97.0,11.492890995260662,2
50370,608.0,15.0,608.0,134.0,22.039473684210524,3
50371,399.0,11.0,399.0,86.0,21.553884711779446,2
50372,174.0,11.0,155.0,33.0,21.29032258064516,2
50373,84.0,7.0,84.0,10.0,11.904761904761903,1
50374,25.0,7.0,25.0,6.0,24.0,2
50376,361.0,11.0,361.0,69.0,19.113573407202217,2
50378,631.0,15.0,631.0,189.0,29.952456418383516,4
50379,166.0,11.0,166.0,40.0,24.096385542168676,3
50382,620.0,15.0,620.0,33.0,5.32258064516129,1
50384,233.0,11.0,233.0,49.0,21.030042918454935,2
50387,349.0,11.0,349.0,78.0,22.349570200573066,2
50388,1222.0,15.0,1222.0,203.0,16.612111292962357,2
50389,447.0,11.0,447.0,76.0,17.002237136465325,2
50390,156.0,11.0,156.0,39.0,25.0,3
50391,2623.0,23.0,2623.0,551.0,21.00648112847884,5
50393,2628.0,23.0,2519.0,867.0,34.41842000793966,8
50394,2355.0,19.0,2090.0,1035.0,49.52153110047847,9
50395,287.0,11.0,287.0,45.0,15.6794425087108,2
50397,207.0,11.0,207.0,24.0,11.594202898550725,1
50398,193.0,11.0,193.0,31.0,16.06217616580311,2
50399,175.0,11.0,175.0,40.0,22.857142857142858,3
50400,3222.0,23.0,3026.0,740.0,24.454725710508924,6
50401,759.0,15.0,759.0,103.0,13.570487483530963,2
50402,3266.0,23.0,3232.0,1567.0,48.48391089108911,11
50403,1486.0,15.0,1485.0,353.0,23.77104377104377,4
50405,238.0,11.0,238.0,65.0,27.310924369747898,3
50407,968.0,15.0,947.0,118.0,12.460401267159451,2
50408,576.0,15.0,576.0,157.0,27.256944444444443,4
50409,1902.0,19.0,1887.0,534.0,28.298887122416534,5
50410,4319.0,27.0,4038.0,1370.0,33.92768697374938,9
50411,684.0,15.0,684.0,128.0,18.71345029239766,3
50412,2522.0,23.0,2521.0,595.0,23.60174533915113,5
50413,567.0,15.0,567.0,108.0,19.047619047619047,3
50417,1798.0,19.0,1798.0,570.0,31.70189098998888,6
50419,3181.0,23.0,3181.0,651.0,20.46526249607042,5
50420,842.0,15.0,842.0,137.0,16.270783847980997,2
50421,260.0,11.0,260.0,61.0,23.46153846153846,3
50422,208.0,11.0,208.0,24.0,11.538461538461538,1
50423,227.0,11.0,227.0,18.0,7.929515418502203,1
50425,1091.0,15.0,1091.0,167.0,15.307057745187901,2
50426,388.0,11.0,388.0,42.0,10.824742268041238,1
50428,537.0,15.0,519.0,117.0,22.54335260115607,3
50429,731.0,15.0,731.0,125.0,17.099863201094394,3
50430,38.0,7.0,38.0,6.0,15.789473684210526,1
50431,1064.0,15.0,1064.0,229.0,21.522556390977442,3
50433,1038.0,15.0,1038.0,270.0,26.011560693641616,4
50435,608.0,15.0,608.0,63.0,10.361842105263158,2
50436,1247.0,15.0,1247.0,223.0,17.882919005613473,3
50437,776.0,15.0,766.0,285.0,37.206266318537864,6
50442,244.0,11.0,244.0,77.0,31.557377049180328,3
50443,512.0,15.0,512.0,130.0,25.390625,4
50444,2523.0,23.0,2507.0,472.0,18.82728360590347,4
50445,369.0,11.0,369.0,35.0,9.48509485094851,1
50446,553.0,15.0,553.0,101.0,18.264014466546115,3
50447,475.0,11.0,475.0,73.0,15.368421052631579,2
50448,651.0,15.0,651.0,162.0,24.88479262672811,4
50450,338.0,11.0,338.0,55.0,16.272189349112427,2
50451,136.0,11.0,136.0,19.0,13.970588235294118,2
50452,651.0,15.0,651.0,122.0,18.74039938556068,3
50453,785.0,15.0,785.0,150.0,19.10828025477707,3
50454,412.0,11.0,412.0,22.0,5.339805825242718,1
50455,973.0,15.0,915.0,309.0,33.77049180327869,5
50456,548.0,15.0,548.0,115.0,20.985401459854014,3
50457,181.0,11.0,181.0,18.0,9.94475138121547,1
50461,211.0,11.0,211.0,19.0,9.004739336492891,1
50462,349.0,11.0,349.0,71.0,20.34383954154728,2
50463,527.0,15.0,527.0,148.0,28.083491461100568,4
50464,605.0,15.0,605.0,117.0,19.33884297520661,3
50467,490.0,11.0,490.0,78.0,15.918367346938775,2
50468,749.0,15.0,749.0,244.0,32.576769025367156,5
50469,309.0,11.0,309.0,63.0,20.388349514563107,2
50471,253.0,11.0,253.0,42.0,16.600790513833992,2
50472,205.0,11.0,205.0,40.0,19.51219512195122,2
50473,378.0,11.0,378.0,55.0,14.550264550264549,2
50474,529.0,15.0,529.0,146.0,27.599243856332706,4
50475,983.0,15.0,983.0,189.0,19.22685656154629,3
50476,209.0,11.0,209.0,19.0,9.090909090909092,1
50478,418.0,11.0,418.0,71.0,16.985645933014354,2
50479,109.0,11.0,109.0,9.0,8.256880733944955,1
50480,795.0,15.0,795.0,95.0,11.949685534591195,2
50481,920.0,15.0,920.0,210.0,22.82608695652174,3
50482,174.0,11.0,174.0,25.0,14.367816091954023,2
50483,987.0,15.0,965.0,188.0,19.48186528497409,3
50484,5735.0,29.0,5554.0,2038.0,36.69427439683111,11
50486,629.0,15.0,629.0,129.0,20.5087440381558,3
50487,4966.0,27.0,4653.0,1584.0,34.04255319148936,9
50488,645.0,15.0,645.0,250.0,38.759689922480625,6
50489,538.0,15.0,538.0,83.0,15.427509293680297,2
50490,366.0,11.0,366.0,79.0,21.584699453551913,2
50491,422.0,11.0,421.0,53.0,12.589073634204276,1
50492,2535.0,23.0,2535.0,429.0,16.923076923076923,4
50493,1521.0,19.0,1517.0,230.0,15.161502966381017,3
50495,75.0,7.0,75.0,14.0,18.666666666666668,1
50496,395.0,11.0,395.0,123.0,31.139240506329113,3
50498,817.0,15.0,817.0,88.0,10.771113831089352,2
50499,499.0,11.0,499.0,90.0,18.03607214428858,2
50500,645.0,15.0,645.0,117.0,18.13953488372093,3
50502,19352.0,33.0,18653.0,11199.0,60.03859968905806,20
50504,209.0,11.0,209.0,43.0,20.574162679425836,2
50505,678.0,15.0,678.0,51.0,7.52212389380531,1
50506,462.0,11.0,462.0,127.0,27.48917748917749,3
50507,353.0,11.0,353.0,58.0,16.43059490084986,2
50509,694.0,15.0,662.0,166.0,25.075528700906347,4
50510,606.0,15.0,540.0,94.0,17.40740740740741,3
50511,153.0,11.0,153.0,25.0,16.33986928104575,2
50512,536.0,15.0,536.0,64.0,11.940298507462686,2
50513,206.0,11.0,206.0,50.0,24.271844660194176,3
50514,287.0,11.0,287.0,31.0,10.801393728222997,1
50517,170.0,11.0,170.0,18.0,10.588235294117647,1
50518,312.0,11.0,312.0,63.0,20.192307692307693,2
50519,618.0,15.0,618.0,69.0,11.165048543689322,2
50521,157.0,11.0,157.0,38.0,24.203821656050955,3
50522,248.0,11.0,248.0,34.0,13.709677419354838,2
50523,2910.0,23.0,2807.0,852.0,30.352689704310652,7
50525,344.0,11.0,335.0,57.0,17.01492537313433,2
50528,299.0,11.0,299.0,49.0,16.387959866220736,2
50529,92.0,7.0,92.0,33.0,35.869565217391305,3
50531,763.0,15.0,747.0,167.0,22.356091030789827,3
50532,4372.0,27.0,4237.0,1186.0,27.99150342223271,8
50533,177.0,11.0,177.0,40.0,22.598870056497177,2
50535,907.0,15.0,907.0,217.0,23.92502756339581,4
50536,169.0,11.0,169.0,24.0,14.201183431952662,2
50537,396.0,11.0,392.0,81.0,20.66326530612245,2
50538,428.0,11.0,428.0,65.0,15.186915887850466,2
50539,1797.0,19.0,1718.0,610.0,35.50640279394645,7
50540,621.0,15.0,621.0,132.0,21.256038647342994,3
50541,1451.0,15.0,1405.0,178.0,12.669039145907474,2
50542,462.0,11.0,462.0,147.0,31.818181818181817,4
50543,1340.0,15.0,1340.0,234.0,17.46268656716418,3
50546,3319.0,23.0,3319.0,530.0,15.968665260620668,4
50548,122.0,11.0,122.0,15.0,12.295081967213115,1
50549,401.0,11.0,401.0,29.0,7.231920199501247,1
50550,3250.0,23.0,3175.0,730.0,22.992125984251967,5
50551,2088.0,19.0,1996.0,619.0,31.012024048096194,6
50552,325.0,11.0,325.0,34.0,10.461538461538462,1
50553,329.0,11.0,280.0,64.0,22.857142857142858,3
50554,1426.0,15.0,1394.0,257.0,18.436154949784793,3
50556,694.0,15.0,694.0,50.0,7.204610951008646,1
50562,1666.0,19.0,1608.0,687.0,42.723880597014926,8
50563,283.0,11.0,283.0,59.0,20.848056537102476,2
50564,1288.0,15.0,1288.0,253.0,19.642857142857142,3
50565,2843.0,23.0,2800.0,868.0,31.0,7
50567,912.0,15.0,912.0,117.0,12.828947368421053,2
50568,458.0,11.0,458.0,64.0,13.973799126637553,2
50569,433.0,11.0,433.0,60.0,13.856812933025402,2
50570,402.0,11.0,402.0,94.0,23.383084577114428,3
50571,34.0,7.0,34.0,4.0,11.76470588235294,1
50572,191.0,11.0,191.0,27.0,14.136125654450263,2
50574,257.0,11.0,257.0,59.0,22.957198443579767,3
50575,840.0,15.0,840.0,62.0,7.380952380952381,1
50576,936.0,15.0,936.0,286.0,30.555555555555557,5
50577,302.0,11.0,302.0,50.0,16.55629139072848,2
50578,78.0,7.0,78.0,4.0,5.128205128205128,0
50579,1455.0,15.0,1455.0,236.0,16.219931271477662,2
50580,483.0,11.0,483.0,33.0,6.832298136645963,1
50582,3040.0,23.0,2940.0,842.0,28.639455782312922,7
50584,377.0,11.0,377.0,88.0,23.342175066312997,3
50585,1169.0,15.0,1169.0,216.0,18.477331052181352,3
50587,17.0,7.0,17.0,9.0,52.94117647058824,4
50588,693.0,15.0,693.0,102.0,14.71861471861472,2
50589,273.0,11.0,273.0,41.0,15.018315018315018,2
50590,421.0,11.0,421.0,65.0,15.439429928741092,2
50591,1692.0,19.0,1586.0,379.0,23.896595208070618,5
50592,2219.0,19.0,2179.0,745.0,34.189995410738874,6
50593,594.0,15.0,594.0,142.0,23.905723905723907,4
50594,1029.0,15.0,1029.0,95.0,9.23226433430515,1
50596,311.0,11.0,311.0,24.0,7.717041800643088,1
50597,953.0,15.0,942.0,173.0,18.365180467091292,3
50598,257.0,11.0,257.0,61.0,23.73540856031128,3
50599,1650.0,19.0,1650.0,145.0,8.787878787878787,2
50601,4441.0,27.0,4336.0,1503.0,34.663284132841326,9
50603,772.0,15.0,772.0,175.0,22.66839378238342,3
50604,727.0,15.0,727.0,126.0,17.33149931224209,3
50606,511.0,15.0,511.0,96.0,18.786692759295498,3
50607,401.0,11.0,401.0,72.0,17.955112219451372,2
50609,127.0,11.0,127.0,22.0,17.322834645669293,2
50610,196.0,11.0,196.0,25.0,12.755102040816327,1
50612,760.0,15.0,749.0,165.0,22.029372496662216,3
50613,391.0,11.0,391.0,39.0,9.974424552429667,1
50615,6896.0,29.0,6477.0,3009.0,46.45669291338583,13
50616,1914.0,19.0,1914.0,277.0,14.472309299895505,3
50617,329.0,11.0,329.0,38.0,11.55015197568389,1
50618,222.0,11.0,222.0,33.0,14.864864864864865,2
50619,325.0,11.0,325.0,47.0,14.461538461538462,2
50621,72.0,7.0,72.0,17.0,23.61111111111111,2
50624,468.0,11.0,468.0,44.0,9.401709401709402,1
50626,384.0,11.0,384.0,75.0,19.53125,2
50628,155.0,11.0,155.0,16.0,10.32258064516129,1
50629,732.0,15.0,732.0,159.0,21.721311475409834,3
50633,119.0,11.0,119.0,31.0,26.05042016806723,3
50634,88.0,7.0,88.0,18.0,20.454545454545457,1
50637,325.0,11.0,325.0,69.0,21.23076923076923,2
50639,3845.0,27.0,3722.0,1795.0,48.22675980655561,13
50641,644.0,15.0,644.0,50.0,7.763975155279502,1
50643,771.0,15.0,771.0,193.0,25.03242542153048,4
50647,1186.0,15.0,1186.0,356.0,30.016863406408095,5
50648,1188.0,15.0,1188.0,144.0,12.121212121212121,2
51001,165.0,11.0,165.0,8.0,4.848484848484849,1
51002,1355.0,15.0,1287.0,141.0,10.955710955710956,2
51003,287.0,11.0,287.0,32.0,11.149825783972126,1
51004,118.0,11.0,118.0,40.0,33.89830508474576,4
51005,184.0,11.0,184.0,26.0,14.130434782608695,2
51006,151.0,11.0,151.0,30.0,19.867549668874172,2
51007,962.0,15.0,962.0,183.0,19.022869022869024,3
51008,212.0,11.0,212.0,31.0,14.622641509433961,2
51009,789.0,15.0,789.0,221.0,28.010139416983527,4
51010,143.0,11.0,143.0,20.0,13.986013986013987,2
51012,71.0,7.0,71.0,10.0,14.084507042253522,1
51013,101.0,11.0,101.0,7.0,6.9306930693069315,1
51014,287.0,11.0,244.0,29.0,11.885245901639344,1
51015,109.0,11.0,109.0,8.0,7.339449541284404,1
51016,233.0,11.0,233.0,26.0,11.158798283261802,1
51017,326.0,11.0,326.0,35.0,10.736196319018406,1
51018,888.0,15.0,803.0,175.0,21.793275217932752,3
51019,247.0,11.0,247.0,48.0,19.4331983805668,2
51020,51.0,7.0,51.0,25.0,49.01960784313725,3
51022,176.0,11.0,176.0,14.0,7.954545454545454,1
51023,276.0,11.0,276.0,42.0,15.217391304347828,2
51025,1118.0,15.0,1118.0,152.0,13.595706618962433,2
51027,313.0,11.0,308.0,78.0,25.324675324675322,3
51028,961.0,15.0,868.0,124.0,14.285714285714285,2
51029,1751.0,19.0,1624.0,408.0,25.12315270935961,5
51030,5148.0,29.0,4893.0,1611.0,32.924586143470265,10
51031,292.0,11.0,292.0,28.0,9.58904109589041,1
51032,408.0,11.0,408.0,76.0,18.627450980392158,2
51033,271.0,11.0,271.0,21.0,7.7490774907749085,1
51034,23.0,7.0,23.0,1.0,4.3478260869565215,0
51035,248.0,11.0,248.0,55.0,22.177419354838708,2
51036,481.0,11.0,481.0,103.0,21.413721413721415,2
51037,342.0,11.0,342.0,21.0,6.140350877192982,1
51038,175.0,11.0,175.0,35.0,20.0,2
51039,94.0,7.0,94.0,8.0,8.51063829787234,1
51040,239.0,11.0,239.0,24.0,10.0418410041841,1
51041,99.0,7.0,99.0,9.0,9.090909090909092,1
51042,390.0,11.0,360.0,55.0,15.277777777777779,2
51043,2441.0,19.0,2441.0,694.0,28.430970913560017,5
51044,770.0,15.0,770.0,130.0,16.883116883116884,3
51045,103.0,11.0,103.0,19.0,18.446601941747574,2
51046,987.0,15.0,987.0,162.0,16.41337386018237,2
51047,44.0,7.0,44.0,8.0,18.181818181818183,1
51048,171.0,11.0,171.0,11.0,6.432748538011696,1
51049,580.0,15.0,571.0,97.0,16.987740805604204,3
51050,145.0,11.0,145.0,21.0,14.482758620689657,2
51051,263.0,11.0,263.0,33.0,12.547528517110266,1
51052,618.0,15.0,617.0,166.0,26.904376012965965,4
51053,71.0,7.0,71.0,16.0,22.535211267605636,2
51054,1270.0,15.0,1270.0,221.0,17.401574803149604,3
51055,7030.0,29.0,6950.0,2365.0,34.02877697841727,10
51056,228.0,11.0,228.0,37.0,16.228070175438596,2
51057,75.0,7.0,75.0,8.0,10.666666666666668,1
51058,4456.0,27.0,4364.0,2279.0,52.22273143904674,14
51059,373.0,11.0,373.0,47.0,12.600536193029491,1
51060,156.0,11.0,156.0,34.0,21.794871794871796,2
51061,139.0,11.0,139.0,24.0,17.26618705035971,2
51062,87.0,7.0,87.0,5.0,5.747126436781609,0
51065,618.0,15.0,618.0,135.0,21.844660194174757,3
51066,318.0,11.0,318.0,69.0,21.69811320754717,2
51068,197.0,11.0,197.0,39.0,19.796954314720814,2
51069,115.0,11.0,115.0,35.0,30.434782608695656,3
51070,233.0,11.0,233.0,36.0,15.450643776824036,2
51071,210.0,11.0,210.0,27.0,12.857142857142856,1
51072,229.0,11.0,229.0,15.0,6.550218340611353,1
51073,226.0,11.0,226.0,44.0,19.469026548672566,2
51074,1793.0,19.0,1792.0,164.0,9.151785714285714,2
51075,1454.0,15.0,1411.0,305.0,21.615875265768956,3
51076,407.0,11.0,407.0,28.0,6.87960687960688,1
51077,175.0,11.0,175.0,29.0,16.57142857142857,2
51078,536.0,15.0,536.0,132.0,24.62686567164179,4
51079,833.0,15.0,833.0,223.0,26.770708283313326,4
51080,196.0,11.0,196.0,11.0,5.612244897959184,1
51081,315.0,11.0,315.0,31.0,9.841269841269842,1
51082,94.0,7.0,94.0,7.0,7.446808510638298,1
51083,81.0,7.0,81.0,8.0,9.876543209876543,1
51084,84.0,7.0,84.0,20.0,23.809523809523807,2
51085,377.0,11.0,377.0,73.0,19.363395225464192,2
51086,326.0,11.0,326.0,39.0,11.96319018404908,1
51087,210.0,11.0,210.0,10.0,4.761904761904762,1
