TYPECOM,COM,NCC,NCCENR,LIBELLE,COMPARENT
COM,01001,ABERGEMENT CLEMENCIAT,Abergement-Clémenciat,L'Abergement-Clémenciat,
COM,01002,ABERGEMENT DE VAREY,Abergement-de-Varey,L'Abergement-de-Varey,
COM,01004,AMBERIEU EN BUGEY,Ambérieu-en-Bugey,Ambérieu-en-Bugey,
COM,01005,AMBERIEUX EN DOMBES,Ambérieux-en-Dombes,Ambérieux-en-Dombes,
COM,01006,AMBLEON,Ambléon,Ambléon,
COM,01007,AMBRONAY,Ambronay,Ambronay,
COM,01008,AMBUTRIX,Ambutrix,Ambutrix,
COM,01009,ANDERT ET CONDON,Andert-et-Condon,Andert-et-Condon,
COM,01010,ANGLEFORT,Anglefort,Anglefort,
COM,01011,APREMONT,Apremont,Apremont,
COM,01012,ARANC,Aranc,Aranc,
COM,01013,ARANDAS,Arandas,Arandas,
COM,01014,ARBENT,Arbent,Arbent,
COM,01015,ARBOYS EN BUGEY,Arboys en Bugey,Arboys en Bugey,
COMD,01015,ARBIGNIEU,Arbignieu,Arbignieu,1015.0
COM,01016,ARBIGNY,Arbigny,Arbigny,
COM,01017,ARGIS,Argis,Argis,
COM,01019,ARMIX,Armix,Armix,
COM,01021,ARS SUR FORMANS,Ars-sur-Formans,Ars-sur-Formans,
COM,01022,ARTEMARE,Artemare,Artemare,
COM,01023,ASNIERES SUR SAONE,Asnières-sur-Saône,Asnières-sur-Saône,
COM,01024,ATTIGNAT,Attignat,Attignat,
COM,01025,BAGE DOMMARTIN,Bâgé-Dommartin,Bâgé-Dommartin,
COMD,01025,BAGE LA VILLE,Bâgé-la-Ville,Bâgé-la-Ville,1025.0
COM,01026,BAGE LE CHATEL,Bâgé-le-Châtel,Bâgé-le-Châtel,
COM,01027,BALAN,Balan,Balan,
COM,01028,BANEINS,Baneins,Baneins,
COM,01029,BEAUPONT,Beaupont,Beaupont,
COM,01030,BEAUREGARD,Beauregard,Beauregard,
COM,01031,BELLIGNAT,Bellignat,Bellignat,
COM,01032,BELIGNEUX,Béligneux,Béligneux,
COM,01033,VALSERHONE,Valserhône,Valserhône,
COMD,01033,BELLEGARDE SUR VALSERINE,Bellegarde-sur-Valserine,Bellegarde-sur-Valserine,1033.0
COM,01034,BELLEY,Belley,Belley,
COM,01035,BELLEYDOUX,Belleydoux,Belleydoux,
COM,01036,VALROMEY SUR SERAN,Valromey-sur-Séran,Valromey-sur-Séran,
COMD,01036,BELMONT LUTHEZIEU,Belmont-Luthézieu,Belmont-Luthézieu,1036.0
COM,01037,BENONCES,Bénonces,Bénonces,
COM,01038,BENY,Bény,Bény,
COM,01039,BEON,Béon,Béon,
COM,01040,BEREZIAT,Béréziat,Béréziat,
COM,01041,BETTANT,Bettant,Bettant,
COM,01042,BEY,Bey,Bey,
COM,01043,BEYNOST,Beynost,Beynost,
COM,01044,BILLIAT,Billiat,Billiat,
COM,01045,BIRIEUX,Birieux,Birieux,
COM,01046,BIZIAT,Biziat,Biziat,
COM,01047,BLYES,Blyes,Blyes,
COM,01049,BOISSE,Boisse,La Boisse,
COM,01050,BOISSEY,Boissey,Boissey,
COM,01051,BOLOZON,Bolozon,Bolozon,
COM,01052,BOULIGNEUX,Bouligneux,Bouligneux,
COM,01053,BOURG EN BRESSE,Bourg-en-Bresse,Bourg-en-Bresse,
COM,01054,BOURG SAINT CHRISTOPHE,Bourg-Saint-Christophe,Bourg-Saint-Christophe,
COM,01056,BOYEUX SAINT JEROME,Boyeux-Saint-Jérôme,Boyeux-Saint-Jérôme,
COM,01057,BOZ,Boz,Boz,
COM,01058,BREGNIER CORDON,Brégnier-Cordon,Brégnier-Cordon,
COMD,01059,BRENAZ,Brénaz,Brénaz,1453.0
COM,01060,BRENOD,Brénod,Brénod,
COM,01061,BRENS,Brens,Brens,
COM,01062,BRESSOLLES,Bressolles,Bressolles,
COM,01063,BRION,Brion,Brion,
COM,01064,BRIORD,Briord,Briord,
COM,01065,BUELLAS,Buellas,Buellas,
COM,01066,BURBANCHE,Burbanche,La Burbanche,
COM,01067,CEIGNES,Ceignes,Ceignes,
COM,01068,CERDON,Cerdon,Cerdon,
COM,01069,CERTINES,Certines,Certines,
COM,01071,CESSY,Cessy,Cessy,
COM,01072,CEYZERIAT,Ceyzériat,Ceyzériat,
COM,01073,CEYZERIEU,Ceyzérieu,Ceyzérieu,
COM,01074,CHALAMONT,Chalamont,Chalamont,
COM,01075,CHALEINS,Chaleins,Chaleins,
COM,01076,CHALEY,Chaley,Chaley,
COM,01077,CHALLES LA MONTAGNE,Challes-la-Montagne,Challes-la-Montagne,
COM,01078,CHALLEX,Challex,Challex,
COM,01079,CHAMPAGNE EN VALROMEY,Champagne-en-Valromey,Champagne-en-Valromey,
COM,01080,CHAMPDOR CORCELLES,Champdor-Corcelles,Champdor-Corcelles,
COMD,01080,CHAMPDOR,Champdor,Champdor,1080.0
COM,01081,CHAMPFROMIER,Champfromier,Champfromier,
COM,01082,CHANAY,Chanay,Chanay,
COM,01083,CHANEINS,Chaneins,Chaneins,
COM,01084,CHANOZ CHATENAY,Chanoz-Châtenay,Chanoz-Châtenay,
COM,01085,CHAPELLE DU CHATELARD,Chapelle-du-Châtelard,La Chapelle-du-Châtelard,
COM,01087,CHARIX,Charix,Charix,
COM,01088,CHARNOZ SUR AIN,Charnoz-sur-Ain,Charnoz-sur-Ain,
COM,01089,CHATEAU GAILLARD,Château-Gaillard,Château-Gaillard,
COM,01090,CHATENAY,Châtenay,Châtenay,
COMD,01091,CHATILLON EN MICHAILLE,Châtillon-en-Michaille,Châtillon-en-Michaille,1033.0
COM,01092,CHATILLON LA PALUD,Châtillon-la-Palud,Châtillon-la-Palud,
COM,01093,CHATILLON SUR CHALARONNE,Châtillon-sur-Chalaronne,Châtillon-sur-Chalaronne,
COM,01094,CHAVANNES SUR REYSSOUZE,Chavannes-sur-Reyssouze,Chavannes-sur-Reyssouze,
COM,01095,NIVIGNE ET SURAN,Nivigne et Suran,Nivigne et Suran,
COMD,01095,CHAVANNES SUR SURAN,Chavannes-sur-Suran,Chavannes-sur-Suran,1095.0
COM,01096,CHAVEYRIAT,Chaveyriat,Chaveyriat,
COMD,01097,CHAVORNAY,Chavornay,Chavornay,1453.0
COM,01098,CHAZEY BONS,Chazey-Bons,Chazey-Bons,
COM,01099,CHAZEY SUR AIN,Chazey-sur-Ain,Chazey-sur-Ain,
COM,01100,CHEIGNIEU LA BALME,Cheignieu-la-Balme,Cheignieu-la-Balme,
COM,01101,CHEVILLARD,Chevillard,Chevillard,
COM,01102,CHEVROUX,Chevroux,Chevroux,
COM,01103,CHEVRY,Chevry,Chevry,
COM,01104,CHEZERY FORENS,Chézery-Forens,Chézery-Forens,
COM,01105,CIVRIEUX,Civrieux,Civrieux,
COM,01106,CIZE,Cize,Cize,
COM,01107,CLEYZIEU,Cleyzieu,Cleyzieu,
COM,01108,COLIGNY,Coligny,Coligny,
COM,01109,COLLONGES,Collonges,Collonges,
COM,01110,COLOMIEU,Colomieu,Colomieu,
COM,01111,CONAND,Conand,Conand,
COM,01112,CONDAMINE,Condamine,Condamine,
COM,01113,CONDEISSIAT,Condeissiat,Condeissiat,
COM,01114,CONFORT,Confort,Confort,
COM,01115,CONFRANCON,Confrançon,Confrançon,
COM,01116,CONTREVOZ,Contrevoz,Contrevoz,
COM,01117,CONZIEU,Conzieu,Conzieu,
COM,01118,CORBONOD,Corbonod,Corbonod,
COMD,01119,CORCELLES,Corcelles,Corcelles,1080.0
COMA,01120,CORDIEUX,Cordieux,Cordieux,1262.0
COM,01121,CORLIER,Corlier,Corlier,
COMD,01122,CORMARANCHE EN BUGEY,Cormaranche-en-Bugey,Cormaranche-en-Bugey,1185.0
COM,01123,CORMORANCHE SUR SAONE,Cormoranche-sur-Saône,Cormoranche-sur-Saône,
COM,01124,CORMOZ,Cormoz,Cormoz,
COM,01125,CORVEISSIAT,Corveissiat,Corveissiat,
COM,01127,COURMANGOUX,Courmangoux,Courmangoux,
COM,01128,COURTES,Courtes,Courtes,
COM,01129,CRANS,Crans,Crans,
COM,01130,BRESSE VALLONS,Bresse Vallons,Bresse Vallons,
COMD,01130,CRAS SUR REYSSOUZE,Cras-sur-Reyssouze,Cras-sur-Reyssouze,1130.0
COM,01133,CRESSIN ROCHEFORT,Cressin-Rochefort,Cressin-Rochefort,
COM,01134,CROTTET,Crottet,Crottet,
COM,01135,CROZET,Crozet,Crozet,
COM,01136,CRUZILLES LES MEPILLAT,Cruzilles-lès-Mépillat,Cruzilles-lès-Mépillat,
COMD,01137,CUISIAT,Cuisiat,Cuisiat,1426.0
COM,01138,CULOZ,Culoz,Culoz,
COM,01139,CURCIAT DONGALON,Curciat-Dongalon,Curciat-Dongalon,
COM,01140,CURTAFOND,Curtafond,Curtafond,
COM,01141,CUZIEU,Cuzieu,Cuzieu,
COM,01142,DAGNEUX,Dagneux,Dagneux,
COM,01143,DIVONNE LES BAINS,Divonne-les-Bains,Divonne-les-Bains,
COMD,01144,DOMMARTIN,Dommartin,Dommartin,1025.0
COM,01145,DOMPIERRE SUR VEYLE,Dompierre-sur-Veyle,Dompierre-sur-Veyle,
COM,01146,DOMPIERRE SUR CHALARONNE,Dompierre-sur-Chalaronne,Dompierre-sur-Chalaronne,
COM,01147,DOMSURE,Domsure,Domsure,
COM,01148,DORTAN,Dortan,Dortan,
COM,01149,DOUVRES,Douvres,Douvres,
COM,01150,DROM,Drom,Drom,
COM,01151,DRUILLAT,Druillat,Druillat,
COM,01152,ECHALLON,Échallon,Échallon,
COM,01153,ECHENEVEX,Échenevex,Échenevex,
COMD,01154,ETREZ,Étrez,Étrez,1130.0
COM,01155,EVOSGES,Évosges,Évosges,
COM,01156,FARAMANS,Faramans,Faramans,
COM,01157,FAREINS,Fareins,Fareins,
COM,01158,FARGES,Farges,Farges,
COM,01159,FEILLENS,Feillens,Feillens,
COM,01160,FERNEY VOLTAIRE,Ferney-Voltaire,Ferney-Voltaire,
COM,01162,FLAXIEU,Flaxieu,Flaxieu,
COM,01163,FOISSIAT,Foissiat,Foissiat,
COM,01165,FRANCHELEINS,Francheleins,Francheleins,
COM,01166,FRANS,Frans,Frans,
COM,01167,GARNERANS,Garnerans,Garnerans,
COM,01169,GENOUILLEUX,Genouilleux,Genouilleux,
COM,01170,BEARD GEOVREISSIAT,Béard-Géovreissiat,Béard-Géovreissiat,
COM,01171,GEOVREISSET,Géovreisset,Géovreisset,
COMD,01172,GERMAGNAT,Germagnat,Germagnat,1095.0
COM,01173,GEX,Gex,Gex,
COM,01174,GIRON,Giron,Giron,
COM,01175,GORREVOD,Gorrevod,Gorrevod,
COM,01177,GRAND CORENT,Grand-Corent,Grand-Corent,
COM,01179,GRIEGES,Grièges,Grièges,
COM,01180,GRILLY,Grilly,Grilly,
COM,01181,GROISSIAT,Groissiat,Groissiat,
COMD,01182,GROSLEE,Groslée,Groslée,1338.0
COM,01183,GUEREINS,Guéreins,Guéreins,
COM,01184,HAUTECOURT ROMANECHE,Hautecourt-Romanèche,Hautecourt-Romanèche,
COM,01185,PLATEAU D HAUTEVILLE,Plateau d'Hauteville,Plateau d'Hauteville,
COMD,01185,HAUTEVILLE LOMPNES,Hauteville-Lompnes,Hauteville-Lompnes,1185.0
COMD,01186,HOSTIAZ,Hostiaz,Hostiaz,1185.0
COM,01187,HAUT VALROMEY,Haut Valromey,Haut Valromey,
COM,01188,ILLIAT,Illiat,Illiat,
COM,01189,INJOUX GENISSIAT,Injoux-Génissiat,Injoux-Génissiat,
COM,01190,INNIMOND,Innimond,Innimond,
COM,01191,IZENAVE,Izenave,Izenave,
COM,01192,IZERNORE,Izernore,Izernore,
COM,01193,IZIEU,Izieu,Izieu,
COM,01194,JASSANS RIOTTIER,Jassans-Riottier,Jassans-Riottier,
COM,01195,JASSERON,Jasseron,Jasseron,
COM,01196,JAYAT,Jayat,Jayat,
COM,01197,JOURNANS,Journans,Journans,
COM,01198,JOYEUX,Joyeux,Joyeux,
COM,01199,JUJURIEUX,Jujurieux,Jujurieux,
COM,01200,LABALME,Labalme,Labalme,
COM,01202,LAGNIEU,Lagnieu,Lagnieu,
COM,01203,LAIZ,Laiz,Laiz,
COM,01204,POIZAT LALLEYRIAT,Poizat-Lalleyriat,Le Poizat-Lalleyriat,
COMD,01204,LALLEYRIAT,Lalleyriat,Lalleyriat,1204.0
COMD,01205,LANCRANS,Lancrans,Lancrans,1033.0
COM,01206,LANTENAY,Lantenay,Lantenay,
COM,01207,LAPEYROUSE,Lapeyrouse,Lapeyrouse,
COM,01208,LAVOURS,Lavours,Lavours,
COM,01209,LEAZ,Léaz,Léaz,
COM,01210,LELEX,Lélex,Lélex,
COM,01211,LENT,Lent,Lent,
COM,01212,LESCHEROUX,Lescheroux,Lescheroux,
COM,01213,LEYMENT,Leyment,Leyment,
COM,01214,LEYSSARD,Leyssard,Leyssard,
COM,01215,SURJOUX LHOPITAL,Surjoux-Lhopital,Surjoux-Lhopital,
COMD,01215,LHOPITAL,Lhôpital,Lhôpital,1215.0
COM,01216,LHUIS,Lhuis,Lhuis,
COMD,01218,LOCHIEU,Lochieu,Lochieu,1453.0
COM,01219,LOMPNAS,Lompnas,Lompnas,
COMD,01221,LOMPNIEU,Lompnieu,Lompnieu,1036.0
COM,01224,LOYETTES,Loyettes,Loyettes,
COM,01225,LURCY,Lurcy,Lurcy,
COM,01227,MAGNIEU,Magnieu,Magnieu,
COM,01228,MAILLAT,Maillat,Maillat,
COM,01229,MALAFRETAZ,Malafretaz,Malafretaz,
COM,01230,MANTENAY MONTLIN,Mantenay-Montlin,Mantenay-Montlin,
COM,01231,MANZIAT,Manziat,Manziat,
COM,01232,MARBOZ,Marboz,Marboz,
COM,01233,MARCHAMP,Marchamp,Marchamp,
COM,01234,MARIGNIEU,Marignieu,Marignieu,
COM,01235,MARLIEUX,Marlieux,Marlieux,
COM,01236,MARSONNAS,Marsonnas,Marsonnas,
COM,01237,MARTIGNAT,Martignat,Martignat,
COM,01238,MASSIEUX,Massieux,Massieux,
COM,01239,MASSIGNIEU DE RIVES,Massignieu-de-Rives,Massignieu-de-Rives,
COM,01240,MATAFELON GRANGES,Matafelon-Granges,Matafelon-Granges,
COM,01241,MEILLONNAS,Meillonnas,Meillonnas,
COM,01242,MERIGNAT,Mérignat,Mérignat,
COM,01243,MESSIMY SUR SAONE,Messimy-sur-Saône,Messimy-sur-Saône,
COM,01244,MEXIMIEUX,Meximieux,Meximieux,
COM,01245,BOHAS MEYRIAT RIGNAT,Bohas-Meyriat-Rignat,Bohas-Meyriat-Rignat,
COM,01246,MEZERIAT,Mézériat,Mézériat,
COM,01247,MIJOUX,Mijoux,Mijoux,
COM,01248,MIONNAY,Mionnay,Mionnay,
COM,01249,MIRIBEL,Miribel,Miribel,
COM,01250,MISERIEUX,Misérieux,Misérieux,
COM,01252,MOGNENEINS,Mogneneins,Mogneneins,
COM,01254,MONTAGNAT,Montagnat,Montagnat,
COM,01255,MONTAGNIEU,Montagnieu,Montagnieu,
COM,01257,MONTANGES,Montanges,Montanges,
COM,01258,MONTCEAUX,Montceaux,Montceaux,
COM,01259,MONTCET,Montcet,Montcet,
COM,01260,MONTELLIER,Montellier,Le Montellier,
COM,01261,MONTHIEUX,Monthieux,Monthieux,
COM,01262,MONTLUEL,Montluel,Montluel,
COM,01263,MONTMERLE SUR SAONE,Montmerle-sur-Saône,Montmerle-sur-Saône,
COM,01264,MONTRACOL,Montracol,Montracol,
COM,01265,MONTREAL LA CLUSE,Montréal-la-Cluse,Montréal-la-Cluse,
COM,01266,MONTREVEL EN BRESSE,Montrevel-en-Bresse,Montrevel-en-Bresse,
COM,01267,NURIEUX VOLOGNAT,Nurieux-Volognat,Nurieux-Volognat,
COM,01268,MURS ET GELIGNIEUX,Murs-et-Gélignieux,Murs-et-Gélignieux,
COM,01269,NANTUA,Nantua,Nantua,
COMD,01271,NATTAGES,Nattages,Nattages,1286.0
COM,01272,NEUVILLE LES DAMES,Neuville-les-Dames,Neuville-les-Dames,
COM,01273,NEUVILLE SUR AIN,Neuville-sur-Ain,Neuville-sur-Ain,
COM,01274,NEYROLLES,Neyrolles,Les Neyrolles,
COM,01275,NEYRON,Neyron,Neyron,
COM,01276,NIEVROZ,Niévroz,Niévroz,
COM,01277,NIVOLLET MONTGRIFFON,Nivollet-Montgriffon,Nivollet-Montgriffon,
COM,01279,ONCIEU,Oncieu,Oncieu,
COM,01280,ORDONNAZ,Ordonnaz,Ordonnaz,
COM,01281,ORNEX,Ornex,Ornex,
COM,01282,OUTRIAZ,Outriaz,Outriaz,
COM,01283,OYONNAX,Oyonnax,Oyonnax,
COM,01284,OZAN,Ozan,Ozan,
COM,01285,PARCIEUX,Parcieux,Parcieux,
COM,01286,PARVES ET NATTAGES,Parves et Nattages,Parves et Nattages,
COMD,01286,PARVES,Parves,Parves,1286.0
COM,01288,PERON,Péron,Péron,
COM,01289,PERONNAS,Péronnas,Péronnas,
COM,01290,PEROUGES,Pérouges,Pérouges,
COM,01291,PERREX,Perrex,Perrex,
COM,01293,PEYRIAT,Peyriat,Peyriat,
COM,01294,PEYRIEU,Peyrieu,Peyrieu,
COM,01295,PEYZIEUX SUR SAONE,Peyzieux-sur-Saône,Peyzieux-sur-Saône,
COM,01296,PIRAJOUX,Pirajoux,Pirajoux,
COM,01297,PIZAY,Pizay,Pizay,
COM,01298,PLAGNE,Plagne,Plagne,
COM,01299,PLANTAY,Plantay,Le Plantay,
COMD,01300,POIZAT,Poizat,Le Poizat,1204.0
COM,01301,POLLIAT,Polliat,Polliat,
COM,01302,POLLIEU,Pollieu,Pollieu,
COM,01303,PONCIN,Poncin,Poncin,
COM,01304,PONT D AIN,Pont-d'Ain,Pont-d'Ain,
COM,01305,PONT DE VAUX,Pont-de-Vaux,Pont-de-Vaux,
COM,01306,PONT DE VEYLE,Pont-de-Veyle,Pont-de-Veyle,
COM,01307,PORT,Port,Port,
COM,01308,POUGNY,Pougny,Pougny,
COM,01309,POUILLAT,Pouillat,Pouillat,
COM,01310,PREMEYZEL,Prémeyzel,Prémeyzel,
COM,01311,PREMILLIEU,Prémillieu,Prémillieu,
COMD,01312,PRESSIAT,Pressiat,Pressiat,1426.0
COM,01313,PREVESSIN MOENS,Prévessin-Moëns,Prévessin-Moëns,
COM,01314,PRIAY,Priay,Priay,
COM,01317,RAMASSE,Ramasse,Ramasse,
COM,01318,RANCE,Rancé,Rancé,
COM,01319,RELEVANT,Relevant,Relevant,
COM,01320,REPLONGES,Replonges,Replonges,
COM,01321,REVONNAS,Revonnas,Revonnas,
COM,01322,REYRIEUX,Reyrieux,Reyrieux,
COM,01323,REYSSOUZE,Reyssouze,Reyssouze,
COMA,01324,RIGNAT,Rignat,Rignat,1245.0
COM,01325,RIGNIEUX LE FRANC,Rignieux-le-Franc,Rignieux-le-Franc,
COM,01328,ROMANS,Romans,Romans,
COM,01329,ROSSILLON,Rossillon,Rossillon,
COM,01330,RUFFIEU,Ruffieu,Ruffieu,
COM,01331,SAINT ALBAN,Saint-Alban,Saint-Alban,
COM,01332,SAINT ANDRE DE BAGE,Saint-André-de-Bâgé,Saint-André-de-Bâgé,
COM,01333,SAINT ANDRE DE CORCY,Saint-André-de-Corcy,Saint-André-de-Corcy,
COM,01334,SAINT ANDRE D HUIRIAT,Saint-André-d'Huiriat,Saint-André-d'Huiriat,
COM,01335,SAINT ANDRE LE BOUCHOUX,Saint-André-le-Bouchoux,Saint-André-le-Bouchoux,
COM,01336,SAINT ANDRE SUR VIEUX JONC,Saint-André-sur-Vieux-Jonc,Saint-André-sur-Vieux-Jonc,
COM,01337,SAINT BENIGNE,Saint-Bénigne,Saint-Bénigne,
COM,01338,GROSLEE SAINT BENOIT,Groslée-Saint-Benoit,Groslée-Saint-Benoit,
COMD,01338,SAINT BENOIT,Saint-Benoît,Saint-Benoît,1338.0
COM,01339,SAINT BERNARD,Saint-Bernard,Saint-Bernard,
COMD,01340,SAINT BOIS,Saint-Bois,Saint-Bois,1015.0
COM,01342,SAINTE CROIX,Sainte-Croix,Sainte-Croix,
COM,01343,SAINT CYR SUR MENTHON,Saint-Cyr-sur-Menthon,Saint-Cyr-sur-Menthon,
COM,01344,SAINT DENIS LES BOURG,Saint-Denis-lès-Bourg,Saint-Denis-lès-Bourg,
COM,01345,SAINT DENIS EN BUGEY,Saint-Denis-en-Bugey,Saint-Denis-en-Bugey,
COM,01346,SAINT DIDIER D AUSSIAT,Saint-Didier-d'Aussiat,Saint-Didier-d'Aussiat,
COM,01347,SAINT DIDIER DE FORMANS,Saint-Didier-de-Formans,Saint-Didier-de-Formans,
COM,01348,SAINT DIDIER SUR CHALARONNE,Saint-Didier-sur-Chalaronne,Saint-Didier-sur-Chalaronne,
COM,01349,SAINT ELOI,Saint-Éloi,Saint-Éloi,
COM,01350,SAINT ETIENNE DU BOIS,Saint-Étienne-du-Bois,Saint-Étienne-du-Bois,
COM,01351,SAINT ETIENNE SUR CHALARONNE,Saint-Étienne-sur-Chalaronne,Saint-Étienne-sur-Chalaronne,
COM,01352,SAINT ETIENNE SUR REYSSOUZE,Saint-Étienne-sur-Reyssouze,Saint-Étienne-sur-Reyssouze,
COM,01353,SAINTE EUPHEMIE,Sainte-Euphémie,Sainte-Euphémie,
COM,01354,SAINT GENIS POUILLY,Saint-Genis-Pouilly,Saint-Genis-Pouilly,
COM,01355,SAINT GENIS SUR MENTHON,Saint-Genis-sur-Menthon,Saint-Genis-sur-Menthon,
COM,01356,SAINT GEORGES SUR RENON,Saint-Georges-sur-Renon,Saint-Georges-sur-Renon,
COM,01357,SAINT GERMAIN DE JOUX,Saint-Germain-de-Joux,Saint-Germain-de-Joux,
COM,01358,SAINT GERMAIN LES PAROISSES,Saint-Germain-les-Paroisses,Saint-Germain-les-Paroisses,
COM,01359,SAINT GERMAIN SUR RENON,Saint-Germain-sur-Renon,Saint-Germain-sur-Renon,
COM,01360,SAINT JEAN DE GONVILLE,Saint-Jean-de-Gonville,Saint-Jean-de-Gonville,
COM,01361,SAINT JEAN DE NIOST,Saint-Jean-de-Niost,Saint-Jean-de-Niost,
COM,01362,SAINT JEAN DE THURIGNEUX,Saint-Jean-de-Thurigneux,Saint-Jean-de-Thurigneux,
COM,01363,SAINT JEAN LE VIEUX,Saint-Jean-le-Vieux,Saint-Jean-le-Vieux,
COM,01364,SAINT JEAN SUR REYSSOUZE,Saint-Jean-sur-Reyssouze,Saint-Jean-sur-Reyssouze,
COM,01365,SAINT JEAN SUR VEYLE,Saint-Jean-sur-Veyle,Saint-Jean-sur-Veyle,
COM,01366,SAINTE JULIE,Sainte-Julie,Sainte-Julie,
COM,01367,SAINT JULIEN SUR REYSSOUZE,Saint-Julien-sur-Reyssouze,Saint-Julien-sur-Reyssouze,
COM,01368,SAINT JULIEN SUR VEYLE,Saint-Julien-sur-Veyle,Saint-Julien-sur-Veyle,
COM,01369,SAINT JUST,Saint-Just,Saint-Just,
COM,01370,SAINT LAURENT SUR SAONE,Saint-Laurent-sur-Saône,Saint-Laurent-sur-Saône,
COM,01371,SAINT MARCEL,Saint-Marcel,Saint-Marcel,
COM,01372,SAINT MARTIN DE BAVEL,Saint-Martin-de-Bavel,Saint-Martin-de-Bavel,
COM,01373,SAINT MARTIN DU FRENE,Saint-Martin-du-Frêne,Saint-Martin-du-Frêne,
COM,01374,SAINT MARTIN DU MONT,Saint-Martin-du-Mont,Saint-Martin-du-Mont,
COM,01375,SAINT MARTIN LE CHATEL,Saint-Martin-le-Châtel,Saint-Martin-le-Châtel,
COM,01376,SAINT MAURICE DE BEYNOST,Saint-Maurice-de-Beynost,Saint-Maurice-de-Beynost,
COM,01378,SAINT MAURICE DE GOURDANS,Saint-Maurice-de-Gourdans,Saint-Maurice-de-Gourdans,
COM,01379,SAINT MAURICE DE REMENS,Saint-Maurice-de-Rémens,Saint-Maurice-de-Rémens,
COM,01380,SAINT NIZIER LE BOUCHOUX,Saint-Nizier-le-Bouchoux,Saint-Nizier-le-Bouchoux,
COM,01381,SAINT NIZIER LE DESERT,Saint-Nizier-le-Désert,Saint-Nizier-le-Désert,
COM,01382,SAINTE OLIVE,Sainte-Olive,Sainte-Olive,
COM,01383,SAINT PAUL DE VARAX,Saint-Paul-de-Varax,Saint-Paul-de-Varax,
COM,01384,SAINT RAMBERT EN BUGEY,Saint-Rambert-en-Bugey,Saint-Rambert-en-Bugey,
COM,01385,SAINT REMY,Saint-Rémy,Saint-Rémy,
COM,01386,SAINT SORLIN EN BUGEY,Saint-Sorlin-en-Bugey,Saint-Sorlin-en-Bugey,
COM,01387,SAINT SULPICE,Saint-Sulpice,Saint-Sulpice,
COM,01388,SAINT TRIVIER DE COURTES,Saint-Trivier-de-Courtes,Saint-Trivier-de-Courtes,
COM,01389,SAINT TRIVIER SUR MOIGNANS,Saint-Trivier-sur-Moignans,Saint-Trivier-sur-Moignans,
COM,01390,SAINT VULBAS,Saint-Vulbas,Saint-Vulbas,
COM,01391,SALAVRE,Salavre,Salavre,
COM,01392,SAMOGNAT,Samognat,Samognat,
COM,01393,SANDRANS,Sandrans,Sandrans,
COM,01396,SAULT BRENAZ,Sault-Brénaz,Sault-Brénaz,
COM,01397,SAUVERNY,Sauverny,Sauverny,
COM,01398,SAVIGNEUX,Savigneux,Savigneux,
COM,01399,SEGNY,Ségny,Ségny,
COM,01400,SEILLONNAZ,Seillonnaz,Seillonnaz,
COM,01401,SERGY,Sergy,Sergy,
COM,01402,SERMOYER,Sermoyer,Sermoyer,
COM,01403,SERRIERES DE BRIORD,Serrières-de-Briord,Serrières-de-Briord,
COM,01404,SERRIERES SUR AIN,Serrières-sur-Ain,Serrières-sur-Ain,
COM,01405,SERVAS,Servas,Servas,
COM,01406,SERVIGNAT,Servignat,Servignat,
COM,01407,SEYSSEL,Seyssel,Seyssel,
COM,01408,SIMANDRE SUR SURAN,Simandre-sur-Suran,Simandre-sur-Suran,
COM,01410,SONTHONNAX LA MONTAGNE,Sonthonnax-la-Montagne,Sonthonnax-la-Montagne,
COM,01411,SOUCLIN,Souclin,Souclin,
COM,01412,SULIGNAT,Sulignat,Sulignat,
COMD,01413,SURJOUX,Surjoux,Surjoux,1215.0
COMD,01414,SUTRIEU,Sutrieu,Sutrieu,1036.0
COM,01415,TALISSIEU,Talissieu,Talissieu,
COM,01416,TENAY,Tenay,Tenay,
COMD,01417,THEZILLIEU,Thézillieu,Thézillieu,1185.0
COM,01418,THIL,Thil,Thil,
COM,01419,THOIRY,Thoiry,Thoiry,
COM,01420,THOISSEY,Thoissey,Thoissey,
COM,01421,TORCIEU,Torcieu,Torcieu,
COM,01422,TOSSIAT,Tossiat,Tossiat,
COM,01423,TOUSSIEUX,Toussieux,Toussieux,
COM,01424,TRAMOYES,Tramoyes,Tramoyes,
COM,01425,TRANCLIERE,Tranclière,La Tranclière,
COM,01426,VAL REVERMONT,Val-Revermont,Val-Revermont,
COMD,01426,TREFFORT,Treffort,Treffort,1426.0
COM,01427,TREVOUX,Trévoux,Trévoux,
COM,01428,VALEINS,Valeins,Valeins,
COM,01429,VANDEINS,Vandeins,Vandeins,
COM,01430,VARAMBON,Varambon,Varambon,
COM,01431,VAUX EN BUGEY,Vaux-en-Bugey,Vaux-en-Bugey,
COM,01432,VERJON,Verjon,Verjon,
COM,01433,VERNOUX,Vernoux,Vernoux,
COM,01434,VERSAILLEUX,Versailleux,Versailleux,
COM,01435,VERSONNEX,Versonnex,Versonnex,
COM,01436,VESANCY,Vesancy,Vesancy,
COM,01437,VESCOURS,Vescours,Vescours,
COM,01439,VESINES,Vésines,Vésines,
COM,01441,VIEU D IZENAVE,Vieu-d'Izenave,Vieu-d'Izenave,
COMD,01442,VIEU,Vieu,Vieu,1036.0
