GEO,OBS_VALUE,nombre_conseillers
22266,3282,23
23096,12814,33
16204,1274,15
15268,1288,15
16234,664,15
25001,247,11
17341,186,11
17438,296,11
17323,1346,15
18115,775,15
17130,484,11
21536,287,11
21242,307,11
21283,72,7
21603,4027,27
21171,10895,33
21420,166,11
19216,239,11
19026,246,11
2A154,102,11
19264,520,15
26173,867,15
24390,336,11
24489,376,11
24523,412,11
24455,728,15
24277,290,11
24574,325,11
27094,128,11
27629,1765,19
27174,1371,15
26319,567,15
27369,74,7
27226,3677,27
21637,212,11
22061,1412,15
22135,2393,19
23118,175,11
22283,868,15
14685,1851,19
16276,715,15
16280,2023,19
17279,666,15
18065,762,15
18068,32,7
17372,90,7
17099,694,15
2A027,50,7
19141,292,11
21050,208,11
2B267,46,7
21214,167,11
21218,113,11
21364,85,7
21257,66,7
24512,293,11
24366,885,15
25006,88,7
24364,629,15
24145,1738,19
27219,529,15
27277,760,15
27512,330,11
16195,293,11
16381,163,11
16152,727,15
14357,891,15
16048,128,11
17445,332,11
17008,2314,19
17156,120,11
17376,2133,19
18159,768,15
17389,578,15
25470,160,11
26164,58,7
26178,538,15
2B208,109,11
19112,115,11
19069,144,11
2A139,2020,19
19255,1814,19
2A001,3350,23
2B122,60,7
23023,110,11
22098,1445,15
21009,175,11
24432,657,15
25048,3566,27
24016,825,15
25084,1200,15
24486,482,11
24584,956,15
27568,491,11
27411,233,11
27355,2640,23
26282,231,11
17073,1313,15
18229,617,15
2B125,50,7
19116,266,11
2B219,80,7
16165,395,11
14751,285,11
26147,20,7
25342,78,7
25523,655,15
21152,81,7
21325,190,11
21580,128,11
23260,201,11
24282,135,11
21645,610,15
22212,1140,15
22079,2315,19
18128,171,11
17017,764,15
17115,301,11
17430,419,11
27284,12395,33
27049,4441,27
16177,129,11
16282,525,15
16335,124,11
16137,284,11
18285,403,11
19003,235,11
19035,528,15
18286,445,11
2B318,609,15
21338,145,11
21156,48,7
25501,38,7
26075,24,7
26175,226,11
23198,145,11
22131,788,15
15088,520,15
15187,6390,29
16174,540,15
16049,360,11
19090,99,7
2A284,383,11
19052,49,7
24213,178,11
24256,3165,23
17095,217,11
17459,545,15
17305,427,11
17027,491,11
18125,1095,15
27013,517,15
27099,818,15
21238,135,11
21617,11986,33
21025,63,7
21438,72,7
22224,1591,19
23065,288,11
22360,8462,29
22284,297,11
26149,1048,15
26007,102,11
25536,194,11
25559,245,11
25060,2128,19
25239,189,11
25516,125,11
25227,290,11
24180,298,11
24073,373,11
2B068,25,7
19174,127,11
19167,41,7
17263,577,15
17079,1652,19
17460,847,15
18183,154,11
17157,168,11
14762,17411,33
16197,117,11
14694,529,15
26278,288,11
27009,551,15
27483,440,11
27572,308,11
27062,1609,19
26262,327,11
27426,1306,15
25590,78,7
25346,180,11
25476,136,11
25434,4421,27
25436,58,7
22335,241,11
23049,255,11
21632,1134,15
22383,219,11
21649,49,7
17455,683,15
18110,959,15
15172,85,7
15095,349,11
21432,255,11
2B316,999,15
21456,153,11
21026,170,11
21157,24,7
24087,805,15
24109,102,11
24306,135,11
24417,482,11
25014,937,15
2B162,719,15
19211,997,15
19072,2714,23
19190,188,11
2A094,76,7
26330,2237,19
27368,356,11
27496,510,15
25351,243,11
25215,97,7
25401,28,7
23181,152,11
22273,2376,19
23017,167,11
22203,4117,27
21137,110,11
21424,115,11
16267,105,11
16194,111,11
15117,593,15
18059,920,15
18086,551,15
17223,183,11
17425,2532,23
17184,598,15
17174,889,15
24542,70,7
25003,321,11
24252,839,15
23248,348,11
24339,147,11
25122,534,15
18245,476,11
2A141,120,11
19153,3737,27
19107,1654,19
19098,935,15
27396,478,11
27472,260,11
27365,1984,19
27089,1016,15
23239,629,15
23197,361,11
23210,233,11
22044,1840,19
22161,2769,23
25567,112,11
26161,43,7
26203,277,11
15212,365,11
14755,606,15
16045,368,11
14680,167,11
2B016,579,15
18258,685,15
2B055,108,11
2A358,51,7
19241,266,11
19014,219,11
2B245,44,7
21151,92,7
21106,935,15
21260,152,11
21508,462,11
24067,2638,23
23253,170,11
17436,782,15
18135,228,11
17319,110,11
18186,473,11
18178,192,11
18083,777,15
27071,210,11
26334,143,11
26351,22,7
21698,400,11
22059,1382,15
21644,167,11
22040,538,15
16155,93,7
16171,655,15
16206,2092,19
15205,105,11
16249,341,11
15233,322,11
2B226,58,7
19151,945,15
18282,563,15
18216,496,11
18243,438,11
18266,224,11
21373,782,15
21538,118,11
21451,79,7
21346,294,11
25459,325,11
25295,323,11
25430,40,7
26040,78,7
17201,494,11
18129,226,11
17050,519,15
17383,347,11
17197,3576,27
17210,511,15
16416,494,11
17143,705,15
17025,699,15
15050,161,11
15070,208,11
14706,258,11
16036,292,11
24262,322,11
24395,373,11
24459,287,11
24232,81,7
24142,1234,15
24184,163,11
26281,33139,39
27090,3855,27
27644,575,15
23117,284,11
22027,408,11
22132,246,11
2A345,629,15
2B165,342,11
16211,547,15
16229,251,11
21287,154,11
21262,29,7
2B280,100,11
21313,45,7
21374,175,11
25394,1394,15
26068,200,11
25181,148,11
25339,244,11
25598,518,15
25238,159,11
25183,76,7
24014,615,15
24566,460,11
24416,176,11
26291,83,7
27398,1532,19
27539,388,11
27350,1018,15
17462,771,15
18165,1114,15
17037,654,15
17154,733,15
16302,219,11
15244,458,11
15057,192,11
2A269,1447,15
2B221,17,7
19270,541,15
19187,404,11
22234,1149,15
23207,165,11
22003,953,15
21662,33,7
22054,3929,27
23244,570,15
21471,12,7
25374,531,15
25431,366,11
26049,1309,15
26157,776,15
24171,547,15
24532,237,11
23250,281,11
25047,5064,29
24229,1666,19
27349,857,15
27524,854,15
27608,439,11
27318,252,11
15204,1538,19
15168,715,15
15128,119,11
15201,219,11
16400,588,15
2A040,393,11
2B201,197,11
19007,827,15
2A160,234,11
2A270,351,11
19005,4050,27
19055,277,11
17446,470,11
18024,105,11
17207,742,15
18173,273,11
18043,191,11
17093,4359,27
26211,1371,15
25310,105,11
26236,228,11
25276,163,11
21361,512,15
21054,20233,35
21220,147,11
21459,228,11
26298,425,11
27554,3283,23
27324,634,15
27385,1436,15
27130,426,11
23082,307,11
23218,100,11
22177,1440,15
23044,86,7
22023,409,11
23109,207,11
22390,770,15
24101,287,11
24304,984,15
24482,277,11
24162,399,11
24414,279,11
24222,2687,23
16243,1036,15
14701,846,15
15140,2164,19
16315,102,11
14758,834,15
19139,77,7
2B286,901,15
21118,33,7
2B292,56,7
21002,259,11
21245,325,11
18140,1347,15
18011,2040,19
25273,196,11
26072,1342,15
27553,419,11
27582,1777,19
27288,598,15
27199,542,15
25104,83,7
24199,362,11
24202,148,11
24535,256,11
22295,315,11
21690,99,7
2A114,1742,19
19236,479,11
2A026,203,11
18220,354,11
15037,1023,15
15170,227,11
15161,110,11
16054,177,11
15191,649,15
17072,1337,15
17136,1377,15
17281,161,11
25345,653,15
25416,181,11
26217,197,11
25586,808,15
25397,2191,19
24444,311,11
24311,3049,23
21565,542,15
21293,127,11
22218,1198,15
22147,2950,23
23180,453,11
23062,560,15
21709,180,11
22352,279,11
23048,480,11
23224,71,7
16031,410,11
15105,36,7
15186,231,11
15223,217,11
15146,137,11
15190,98,7
27164,822,15
27374,506,15
27187,351,11
27448,4975,27
27240,201,11
19274,4271,27
19022,222,11
18232,249,11
2B106,10,7
25072,19,7
24454,637,15
25005,88,7
24465,228,11
24273,352,11
24108,1058,15
17043,761,15
17032,823,15
16421,408,11
18112,287,11
21294,441,11
21084,60,7
23104,241,11
25488,107,11
25579,197,11
25562,206,11
26198,40356,43
25176,319,11
14756,222,11
14728,600,15
16361,313,11
27171,361,11
27595,962,15
27275,6785,29
27627,272,11
27377,730,15
27433,192,11
2B182,245,11
2A021,75,7
2A103,2044,19
15194,102,11
16087,148,11
14708,305,11
15092,1350,15
15144,318,11
14672,895,15
25448,1588,19
25223,325,11
26140,739,15
24549,443,11
24575,235,11
21060,1575,19
21556,250,11
21563,111,11
21482,645,15
21230,383,11
21693,70,7
18163,257,11
18084,203,11
17047,240,11
27148,406,11
27081,186,11
26338,1834,19
27429,174,11
27285,448,11
27380,269,11
2B244,42,7
19163,358,11
19258,568,15
2B093,942,15
19077,136,11
21175,180,11
21264,45,7
21049,34,7
21599,2394,19
21145,36,7
26004,2698,23
25157,1317,15
26070,527,15
25633,681,15
26191,2559,23
23092,644,15
22308,649,15
22282,3353,23
24096,783,15
24152,901,15
25063,1236,15
24505,368,11
24361,443,11
16133,200,11
15159,273,11
16255,141,11
16018,689,15
14761,884,15
16141,343,11
2B234,18,7
2B366,106,11
27578,579,15
27077,877,15
27193,1419,15
17480,738,15
18015,5464,29
17209,268,11
17300,79961,49
17142,6084,29
2B346,3393,23
21057,343,11
21001,428,11
24534,1251,15
24126,279,11
25051,626,15
24192,97,7
24453,362,11
22349,1468,15
22369,806,15
23042,125,11
23144,228,11
23142,279,11
21700,86,7
26076,31,7
25575,805,15
25386,119,11
26201,44,7
2B123,4246,27
2A288,1866,19
19073,4336,27
2B250,149,11
15224,123,11
15183,124,11
16016,816,15
16364,68,7
16044,208,11
16221,235,11
21055,15,7
21160,105,11
27210,446,11
27422,864,15
27392,136,11
27520,142,11
17224,2202,19
18103,1245,15
18142,648,15
17117,136,11
17185,2115,19
17124,442,11
17317,575,15
23173,139,11
25127,2867,23
25017,86,7
21710,1056,15
22121,1907,19
23020,357,11
25437,364,11
25327,70,7
25380,1395,15
25234,168,11
25604,124,11
2B138,156,11
18252,295,11
19260,237,11
19095,136,11
2A011,54,7
21326,91,7
21407,248,11
2B333,163,11
21582,852,15
15221,1388,15
16269,885,15
16245,889,15
15209,121,11
17409,3417,23
18192,228,11
17483,1508,19
17318,712,15
27266,304,11
27543,880,15
27476,396,11
26357,2001,19
21144,37,7
21207,76,7
21030,89,7
24365,245,11
24251,541,15
24533,77,7
24011,1221,15
23060,138,11
22370,355,11
22339,2599,23
16379,1530,19
15086,59,7
15045,814,15
15061,238,11
18120,578,15
17233,329,11
18181,533,15
18030,1002,15
17045,1003,15
18168,236,11
26381,976,15
25314,248,11
25256,878,15
25190,1565,19
25356,4226,27
18242,2941,23
19091,316,11
18254,582,15
19087,85,7
19254,202,11
27201,245,11
27405,101,11
27161,1068,15
27432,713,15
26316,225,11
21353,1185,15
21078,68,7
21306,216,11
21544,52,7
21439,94,7
23027,226,11
22231,350,11
22122,742,15
22143,1738,19
18074,197,11
17280,817,15
17342,406,11
18182,217,11
25381,2660,23
25200,1314,15
25471,139,11
25371,220,11
25156,1161,15
25414,132,11
19146,2318,19
19061,1283,15
19082,1121,15
18207,6416,29
16260,253,11
15230,196,11
16373,182,11
14747,710,15
25085,441,11
24227,938,15
24474,150,11
24479,1170,15
24174,137,11
27149,122,11
27391,1611,19
26264,317,11
21200,1108,15
21066,54,7
22049,1664,19
22179,1611,19
22077,1263,15
21702,261,11
23111,236,11
22057,410,11
22185,2533,23
2B243,35,7
18213,4852,27
2A017,1751,19
19221,105,11
2B036,94,7
25425,455,11
25465,207,11
15046,223,11
15097,108,11
16138,3856,27
16388,940,15
16239,140,11
15176,237,11
17232,1544,19
17314,894,15
17448,1190,15
18113,174,11
17013,366,11
18196,74,7
21394,152,11
21371,797,15
21587,248,11
21352,1154,15
27467,9950,29
27259,92,7
26344,402,11
27320,324,11
27019,161,11
22363,1240,15
22144,1326,15
21647,121,11
21675,36,7
25475,1313,15
25571,532,15
25164,146,11
25305,605,15
25540,306,11
25293,1355,15
19030,967,15
19188,413,11
19156,167,11
24091,1189,15
24215,188,11
24207,675,15
24008,595,15
25070,379,11
21197,37,7
21170,409,11
2B353,3187,23
21490,155,11
22342,439,11
22103,992,15
23066,192,11
23190,162,11
23012,116,11
16096,416,11
16023,558,15
14098,6189,29
15056,870,15
17466,2375,19
18001,332,11
17127,2081,19
26259,275,11
27487,643,15
27329,749,15
27423,780,15
26345,2067,19
25369,150,11
25420,169,11
25225,184,11
25620,326,11
19262,143,11
2A129,73,7
2B095,124,11
19045,196,11
2B227,32,7
19244,78,7
17155,2763,23
17260,408,11
18003,1871,19
21515,8897,29
21448,95,7
24133,1259,15
25030,422,11
25108,318,11
24403,70,7
27098,72,7
27067,1616,19
25252,124,11
25248,538,15
25392,195,11
26239,214,11
26041,1453,15
26185,606,15
22134,3053,23
21703,46,7
23228,196,11
21669,96,7
23079,1552,19
16337,896,15
15073,95,7
16028,4738,27
16385,1146,15
16392,190,11
19191,678,15
18205,9650,29
19071,233,11
26166,6584,29
25627,293,11
26177,690,15
26134,84,7
25197,627,15
23031,1239,15
21714,341,11
22034,1548,19
21628,58,7
22278,44607,43
21150,263,11
21161,79,7
21129,28,7
21598,153,11
18042,329,11
17216,1013,15
17339,1298,15
17108,405,11
17116,235,11
24536,314,11
25083,189,11
24032,372,11
15257,131,11
14679,675,15
15002,225,11
25240,3062,23
25435,179,11
25595,95,7
2B264,63,7
19097,135,11
22239,1403,15
22226,2460,19
23035,713,15
23159,144,11
24491,560,15
24140,1563,19
25107,200,11
24146,266,11
24468,299,11
17186,1040,15
17426,275,11
17296,1057,15
15021,665,15
14700,694,15
16368,903,15
16284,119,11
27542,894,15
26339,1630,19
27602,5508,29
22264,2643,23
22156,642,15
22168,7260,29
21678,186,11
22030,904,15
21480,240,11
21307,147,11
21229,98,7
2B361,314,11
21125,214,11
21267,494,11
2B364,37,7
21487,431,11
26224,286,11
25155,292,11
26108,8712,29
26105,75,7
24340,4362,27
24320,977,15
24223,2936,23
18247,710,15
2B012,54,7
19125,853,15
17349,3050,23
17152,925,15
18093,134,11
17011,395,11
17367,152,11
18039,305,11
16406,804,15
15166,329,11
15011,178,11
26309,252,11
27208,144,11
27021,338,11
27138,359,11
27046,140,11
21674,210,11
22186,4094,27
22334,124,11
22275,1219,15
26226,363,11
25494,748,15
26218,3404,23
21584,2269,19
21525,909,15
19133,232,11
19206,101,11
2B111,52,7
25043,2015,19
24567,240,11
24098,3077,23
25025,751,15
17270,611,15
18019,453,11
17086,3634,27
16408,718,15
15074,736,15
15174,254,11
22171,4571,27
23064,653,15
21699,1206,15
23047,243,11
26333,4083,27
27404,84,7
27169,1032,15
25541,383,11
25551,138,11
26093,520,15
21417,105,11
21086,1273,15
21052,27,7
21072,202,11
18264,78,7
18251,62,7
25139,611,15
24386,195,11
25061,111,11
24488,363,11
17442,387,11
18026,990,15
17478,67,7
16030,1092,15
16289,298,11
15189,229,11
22181,687,15
22333,755,15
23057,545,15
22331,187,11
22013,2126,19
25350,725,15
25583,265,11
25443,59,7
25180,117,11
26320,821,15
27055,330,11
27181,593,15
26299,101,11
27165,4860,27
21185,539,15
21143,59,7
25012,171,11
24272,495,11
18249,403,11
2A362,2869,23
19060,648,15
2A232,274,11
19059,384,11
18201,757,15
2B170,107,11
19041,421,11
22238,533,15
23016,181,11
22118,4235,27
22111,400,11
22250,1004,15
27112,4284,27
26374,19,7
25493,927,15
25383,296,11
26088,6375,29
25172,242,11
25343,163,11
25504,80,7
25368,1429,15
17125,454,11
17183,951,15
17097,836,15
18069,410,11
17356,312,11
17432,374,11
16066,453,11
15060,53,7
16223,1995,19
15222,201,11
24550,1267,15
25015,731,15
24179,797,15
24210,814,15
24297,973,15
24558,629,15
23100,477,11
22195,2334,19
23029,233,11
22170,1705,19
23234,150,11
21115,358,11
21517,499,11
21243,79,7
27370,299,11
26288,298,11
27538,524,15
26368,450,11
27147,656,15
17225,2184,19
18133,1522,19
16422,822,15
15192,292,11
15213,191,11
16077,525,15
14712,3442,23
15082,288,11
16330,832,15
24141,198,11
24346,384,11
24290,155,11
25469,468,11
25341,171,11
25570,28,7
21707,227,11
2B168,2057,19
2A186,220,11
21393,172,11
21397,173,11
21363,318,11
27495,236,11
27269,190,11
27375,18347,33
26303,72,7
26302,542,15
17106,321,11
17334,235,11
17403,767,15
17241,1636,19
18034,285,11
17486,695,15
17120,1969,19
17450,252,11
22356,947,15
23226,164,11
22244,507,15
23003,141,11
16384,572,15
25186,1049,15
25387,372,11
25202,291,11
26037,4272,27
25251,161,11
24196,508,15
25106,66,7
24509,671,15
2B188,563,15
2A090,808,15
27227,669,15
21133,268,11
2B350,221,11
21583,60,7
21616,200,11
21132,384,11
17295,773,15
17211,761,15
18060,46,7
17226,990,15
17151,909,15
19131,538,15
23007,236,11
27124,223,11
24218,1140,15
25042,238,11
25039,954,15
25038,153,11
15017,130,11
22033,355,11
25324,162,11
25597,247,11
25558,1498,15
2A024,183,11
2B149,85,7
19150,351,11
19172,116,11
24271,512,15
24384,32,7
24220,691,15
24418,906,15
24429,239,11
17019,1306,15
17101,340,11
22378,224,11
21648,181,11
21635,101,11
22096,442,11
21126,625,15
21573,361,11
21083,120,11
25474,105,11
25163,94,7
15058,147,11
16063,158,11
15220,144,11
16012,496,11
16131,509,15
15232,220,11
14733,322,11
27258,510,15
27593,1688,19
19158,167,11
19186,226,11
19184,137,11
19102,281,11
18228,215,11
18127,1325,15
17239,446,11
18075,1030,15
16318,358,11
26367,632,15
26295,1852,19
27127,704,15
27194,248,11
25479,389,11
25249,63,7
25477,421,11
24355,439,11
24422,126,11
22141,234,11
21672,29,7
21630,215,11
21284,258,11
21611,990,15
21473,1505,19
21457,87,7
21572,407,11
2B306,116,11
2B347,269,11
2B110,68,7
2B225,101,11
17132,648,15
17114,196,11
27155,100,11
27444,206,11
26353,1084,15
27624,854,15
26274,2,7
27059,317,11
26382,619,15
22095,169,11
15076,174,11
15018,138,11
16161,165,11
15188,1176,15
16108,121,11
16013,296,11
15250,514,15
16383,787,15
24228,501,15
24554,549,15
24401,296,11
25077,86,7
26162,885,15
26380,545,15
25608,180,11
25438,956,15
25554,123,11
2B150,1189,15
2B033,47459,43
2B137,21,7
2A253,61,7
16424,536,15
17277,1029,15
17175,647,15
22115,465,11
21659,168,11
27254,848,15
27378,1160,15
27129,603,15
21104,44,7
21067,685,15
2B317,56,7
24060,67,7
24394,144,11
24518,275,11
16237,223,11
16100,779,15
16345,202,11
25300,317,11
25556,47,7
25455,193,11
2A131,149,11
2B054,181,11
19179,210,11
19113,657,15
19019,1310,15
17172,3033,23
18033,64238,49
17005,197,11
17122,227,11
27413,778,15
26301,4224,27
26342,311,11
27298,321,11
21627,91,7
22220,1602,19
22228,1473,15
24420,243,11
25022,1491,15
24548,279,11
24357,321,11
16170,392,11
16224,725,15
16074,340,11
15126,78,7
14740,1181,15
15029,503,15
21088,272,11
2B328,99,7
21173,596,15
21011,81,7
21048,656,15
22084,2528,23
22198,3828,27
22166,2548,23
22133,644,15
23139,558,15
25561,336,11
26123,25,7
24124,248,11
27006,156,11
27310,403,11
27617,532,15
27132,817,15
17075,1470,15
17401,93,7
18022,336,11
17063,473,11
17071,516,15
18053,287,11
18098,126,11
19050,413,11
15185,252,11
19201,592,15
14748,91,7
2B365,100,11
2B273,42,7
21514,95,7
21234,66,7
21343,96,7
24057,72,7
21409,420,11
21378,98,7
21520,154,11
2B289,112,11
27613,370,11
19083,112,11
19279,409,11
19118,819,15
2B029,340,11
18269,649,15
19237,1038,15
26106,1214,15
26078,957,15
26115,687,15
25179,56,7
17112,744,15
17326,285,11
17269,715,15
17299,23188,35
17312,840,15
17454,383,11
15125,124,11
16147,256,11
15025,240,11
23073,405,11
22221,1745,19
21593,79,7
21612,83,7
21166,14299,33
21302,116,11
21212,317,11
24211,437,11
24147,1116,15
24209,128,11
24068,1954,19
27384,482,11
27470,1137,15
26373,251,11
27216,465,11
26097,612,15
25611,495,11
25278,559,15
25338,91,7
17329,390,11
18152,110,11
17162,224,11
17067,170,11
18063,153,11
17390,114,11
16334,121,11
15051,193,11
14715,4624,27
16366,2093,19
14475,2455,19
16210,766,15
2B183,90,7
2B077,722,15
2B260,150,11
18218,646,15
23236,256,11
23178,186,11
22091,429,11
22286,490,11
23129,56,7
27012,444,11
26283,25,7
27325,197,11
24226,1430,15
24377,151,11
25141,121,11
24123,123,11
21585,1030,15
21602,31,7
21136,27,7
21330,379,11
14741,130,11
15241,51,7
25626,227,11
25373,45,7
17444,1702,19
17149,58,7
17351,2100,19
23098,94,7
22353,2532,23
2B233,154,11
2A117,90,7
19021,100,11
2A006,3645,27
2A276,709,15
27200,131,11
21605,2125,19
2B356,151,11
14731,199,11
16093,1550,19
16148,973,15
24335,2515,23
25082,880,15
23230,165,11
22036,211,11
22241,1021,15
17311,1503,19
18072,227,11
18134,662,15
17472,2241,19
17360,3392,23
26190,88,7
26047,94,7
25466,824,15
19203,1793,19
19128,284,11
27078,261,11
27016,7822,29
27440,643,15
27462,161,11
27451,288,11
27073,1234,15
15104,315,11
16354,116,11
15245,251,11
16191,188,11
24129,495,11
25124,283,11
24372,5309,29
24050,352,11
21204,87,7
21089,441,11
2B342,2593,23
21660,56,7
21694,23,7
22178,1317,15
25510,366,11
26028,223,11
25138,130,11
25625,49,7
18006,251,11
18070,196,11
18175,605,15
17348,698,15
18256,337,11
19202,2060,19
27488,207,11
27371,165,11
26275,1677,19
26356,143,11
23131,661,15
23191,176,11
22359,447,11
23054,194,11
24338,454,11
24122,87,7
15040,99,7
16008,312,11
15131,269,11
14752,3113,23
17059,1441,15
17098,595,15
17094,6440,29
17021,3875,27
17309,1884,19
18162,246,11
26121,1137,15
25185,68,7
26045,1739,19
25478,111,11
2A197,95,7
19054,214,11
18198,375,11
18214,595,15
2B229,350,11
2A100,72,7
22056,1787,19
23108,143,11
23222,166,11
22137,1455,15
22094,1602,19
27442,188,11
27633,493,11
27126,1097,15
24186,333,11
24293,268,11
24325,784,15
25114,386,11
21512,353,11
21590,1300,15
21103,2425,19
21006,166,11
21618,533,15
2B327,179,11
21428,146,11
21317,4308,27
16286,2909,23
15084,297,11
18138,1934,19
18157,815,15
17052,713,15
17261,346,11
23195,1079,15
22242,1513,19
22305,456,11
27256,636,15
27603,323,11
27579,101,11
27117,1035,15
15015,161,11
16316,380,11
16325,131,11
25547,3772,27
25391,190,11
25422,166,11
23147,97,7
21506,372,11
21532,1254,15
21298,104,11
21519,338,11
21561,464,11
19056,411,11
19089,184,11
18108,3187,23
19108,79,7
18191,175,11
24175,308,11
27248,192,11
26331,582,15
23034,31,7
26247,527,15
18274,318,11
16241,210,11
16256,251,11
21029,80,7
21521,979,15
15258,1908,19
21531,503,15
21184,66,7
21455,206,11
21339,501,15
21061,68,7
27481,387,11
27299,4016,27
27420,162,11
24134,862,15
25221,65,7
25563,116,11
2A091,174,11
19016,307,11
2B173,248,11
19122,168,11
19115,293,11
22302,909,15
22210,2985,23
22157,659,15
22279,1132,15
22112,431,11
17384,268,11
18056,234,11
16413,159,11
15248,578,15
16312,796,15
16173,176,11
15215,1142,15
15030,297,11
25105,619,15
26039,902,15
26229,89,7
25607,51,7
26137,185,11
22180,1947,19
23115,240,11
23162,371,11
21146,119,11
21223,1520,19
2B305,2996,23
21172,275,11
21093,151,11
21413,417,11
21020,218,11
18248,451,11
18267,4034,27
2B120,6308,29
18106,264,11
17321,346,11
17077,1289,15
26328,54,7
27018,996,15
16358,7556,29
16035,222,11
15263,117,11
25002,283,11
24382,526,15
23262,164,11
23001,1442,15
22184,1583,19
16032,522,15
22332,521,15
23074,188,11
21272,272,11
17010,4147,27
25473,686,15
27241,169,11
26289,1421,15
16414,332,11
14743,80,7
2A061,117,11
2A300,1162,15
22315,285,11
19261,773,15
23214,264,11
2B176,75,7
21566,139,11
21391,842,15
21554,1001,15
25552,116,11
24404,178,11
27290,1254,15
24525,205,11
21356,1712,19
21256,316,11
21222,120,11
22138,360,11
23156,83,7
21178,322,11
22039,572,15
22200,609,15
21179,904,15
21108,105,11
21606,1783,19
2B337,168,11
21308,191,11
15055,445,11
15085,480,11
18052,999,15
18035,969,15
26206,2964,23
25497,611,15
26030,4,7
26013,73,7
26022,89,7
26062,31,7
27317,419,11
2B261,540,15
2A065,1193,15
2B079,508,15
19240,317,11
2A062,380,11
18238,121,11
24062,175,11
24238,133,11
24529,204,11
24261,290,11
21354,55,7
21008,568,15
21454,108,11
17375,1214,15
17290,286,11
17206,284,11
17180,107,11
18047,610,15
27610,56,7
27508,213,11
26276,477,11
27497,1033,15
2B143,1134,15
2A014,79,7
19049,747,15
2A262,52,7
2A092,1167,15
14709,348,11
16120,1509,19
16227,134,11
15173,113,11
23081,300,11
23235,721,15
23215,151,11
23080,108,11
22317,272,11
23036,1045,15
24143,715,15
24031,308,11
24247,163,11
25016,173,11
24411,166,11
15152,891,15
15120,3503,27
16011,566,15
16360,400,11
16401,147,11
15179,250,11
14699,3857,27
22237,2205,19
2B153,117,11
19215,116,11
2A035,195,11
21062,230,11
21505,716,15
21376,97,7
21100,35,7
21372,75,7
21087,815,15
25506,89,7
25204,3309,23
26014,615,15
27612,338,11
27601,437,11
27541,166,11
25056,120057,55
24280,442,11
24341,1086,15
17400,648,15
18057,1666,19
17041,1811,19
18111,182,11
16118,134,11
15165,188,11
16397,383,11
16291,7396,29
15001,783,15
15266,595,15
19020,115,11
2A142,674,15
23189,1134,15
23165,572,15
21620,160,11
17254,204,11
21543,184,11
21405,814,15
2B296,132,11
19227,1331,15
21592,233,11
21012,329,11
24063,154,11
24088,336,11
24205,668,15
24543,1127,15
15225,215,11
14692,1813,19
15116,132,11
16272,571,15
16185,146,11
25601,1732,19
25378,330,11
21281,169,11
21149,137,11
21415,188,11
21500,589,15
21139,223,11
27614,171,11
27070,1690,19
27514,350,11
27039,530,15
26284,400,11
27486,654,15
27108,1166,15
22330,377,11
22071,711,15
23136,276,11
23186,150,11
22062,549,15
2B206,40,7
18212,614,15
2B075,70,7
19239,294,11
26145,692,15
17062,228,11
17437,83,7
17476,270,11
17111,847,15
17304,503,15
17163,511,15
18080,144,11
15005,403,11
16075,235,11
24295,1203,15
23172,121,11
25096,179,11
24541,102,11
25055,358,11
24110,57,7
23246,343,11
24466,323,11
25148,532,15
24313,45,7
18040,357,11
17405,205,11
18090,410,11
14739,1622,19
16042,113,11
16167,4478,27
27295,458,11
27105,4006,27
27079,379,11
21182,99,7
2B329,115,11
19105,504,15
2B121,388,11
19189,40,7
23019,30,7
23146,238,11
22291,242,11
22025,2274,19
26091,43,7
25375,669,15
26104,90,7
25519,965,15
24007,543,15
24451,801,15
24120,555,15
24514,238,11
24303,233,11
16073,1799,19
16402,294,11
16363,531,15
15238,122,11
15180,78,7
27502,2199,19
27051,2767,23
27587,824,15
27388,473,11
26323,1927,19
21056,907,15
21059,918,15
2B340,105,11
21043,203,11
21113,197,11
25296,804,15
25502,578,15
26114,3204,23
25408,54,7
17434,6861,29
17159,361,11
17002,133,11
17028,9759,29
22318,320,11
22309,190,11
22371,1154,15
23209,192,11
22213,3423,23
24524,174,11
23171,103,11
27321,145,11
27641,265,11
27394,458,11
27631,368,11
27028,333,11
15020,84,7
15151,141,11
16015,41423,43
16382,724,15
15059,120,11
21437,242,11
2B354,429,11
21390,5440,29
2B334,118,11
21526,42,7
21351,1168,15
17177,119,11
17129,413,11
23004,549,15
23028,117,11
23238,368,11
22388,1294,15
23077,448,11
25136,513,15
24540,1639,19
24321,803,15
25284,5865,29
25274,340,11
25316,241,11
27074,287,11
27146,383,11
27281,228,11
16116,403,11
16393,2163,19
16153,1184,15
21162,484,11
21288,164,11
21195,210,11
21431,157,11
21196,962,15
21528,137,11
19287,239,11
19010,2857,23
2A133,157,11
2A099,281,11
19210,65,7
18194,962,15
17057,910,15
17229,235,11
17178,77,7
17461,4030,27
17482,657,15
17465,610,15
24139,2326,19
24564,692,15
24470,301,11
24458,273,11
24300,350,11
22240,1156,15
23055,29,7
2A279,115,11
18246,1111,15
19243,846,15
19134,726,15
15077,68,7
26079,1539,19
25175,91,7
25213,766,15
27604,156,11
27438,2300,19
27180,2157,19
27133,1132,15
21080,664,15
21524,93,7
21559,701,15
2B302,97,7
21503,136,11
18025,598,15
17259,160,11
18177,50,7
17330,1364,15
