GEO,OBS_VALUE,nombre_conseillers
56029,1267,15
55504,389,11
57091,976,15
42199,1942,19
42032,1719,19
42077,315,11
42299,3489,23
42050,137,11
43208,37,7
50267,2255,19
49271,2139,19
49211,1229,15
49200,6453,29
50535,907,15
47192,77,7
47263,618,15
52465,134,11
53071,477,11
46007,1000,15
45004,13432,33
45347,797,15
55005,35,7
54257,5396,29
54458,109,11
55174,69,7
51235,242,11
51639,40,7
51617,603,15
42236,540,15
43067,270,11
42200,1534,19
42307,957,15
41271,557,15
42016,425,11
42276,412,11
42226,452,11
57073,860,15
55321,181,11
57024,195,11
45296,768,15
46083,1154,15
45133,539,15
45193,2185,19
45184,386,11
46034,301,11
44175,5246,29
44144,2358,19
45317,1338,15
54065,1067,15
52346,368,11
49100,473,11
49343,3178,23
54558,284,11
54263,6250,29
54149,1559,19
54502,250,11
47051,2383,19
48097,217,11
47230,389,11
46284,416,11
47090,358,11
51339,565,15
51184,388,11
51360,295,11
56035,1132,15
55372,362,11
56104,809,15
46037,94,7
45273,3057,23
45089,8948,29
51066,318,11
49054,2815,23
50552,325,11
50556,694,15
53075,298,11
53201,7384,29
53270,110,11
41234,293,11
42192,422,11
43051,2451,19
54579,330,11
54416,175,11
54231,180,11
54438,55,7
52016,64,7
51078,536,15
51081,315,11
51607,198,11
44048,2534,23
45334,621,15
50628,155,11
50117,341,11
50533,177,11
51068,197,11
55244,221,11
56058,3445,23
56161,3109,23
56105,1133,15
48086,207,11
47079,537,15
47328,510,15
47321,321,11
48002,557,15
54391,1591,19
54252,514,15
55024,160,11
55198,668,15
54505,724,15
51161,749,15
52126,158,11
51162,621,15
52140,666,15
51549,112,11
41289,388,11
41231,1185,15
43232,333,11
54049,520,15
53230,257,11
53178,228,11
53111,466,11
53206,219,11
52302,184,11
49127,3376,23
50252,926,15
50304,195,11
50568,458,11
51020,51,7
48138,72,7
47071,254,11
47108,241,11
57036,99,7
56027,546,15
55533,1916,19
57039,2127,19
55505,3168,23
56225,205,11
56057,2816,23
52059,131,11
52138,62,7
51423,1700,19
51247,136,11
51137,208,11
51398,192,11
54423,330,11
53029,1280,15
53026,500,15
53085,197,11
52380,386,11
52280,193,11
45104,2840,23
45251,286,11
45162,541,15
45278,1062,15
49171,119,11
50269,214,11
50490,366,11
50334,272,11
50164,998,15
52102,406,11
51495,75,7
51349,181,11
51417,366,11
51641,194,11
51490,200,11
57089,4899,27
55274,276,11
55520,470,11
55272,426,11
56206,12173,33
47120,94,7
53179,354,11
54041,130,11
44102,3346,23
46010,376,11
45203,6621,29
45228,1176,15
44187,4701,27
45231,122,11
54157,4603,27
55197,164,11
54572,705,15
50126,130,11
49112,935,15
50388,1222,15
42060,536,15
42151,426,11
42052,3703,27
42268,816,15
55414,180,11
55315,112,11
55378,242,11
57032,4645,27
51176,149,11
52040,46,7
51372,569,15
51572,234,11
51110,60,7
48105,368,11
48091,45,7
47161,118,11
47091,2392,19
46330,1279,15
51361,167,11
45294,149,11
44213,7509,29
46058,426,11
45100,524,15
45046,1061,15
51054,1270,15
45130,1414,15
54453,154,11
54183,75,7
43073,128,11
52240,190,11
42212,1028,15
45306,778,15
44021,5004,29
50436,1247,15
49064,409,11
49178,884,15
51065,618,15
50452,651,15
50489,538,15
47023,329,11
48046,59,7
48193,225,11
48044,80,7
48171,192,11
47260,383,11
54064,318,11
52182,2011,19
52433,88,7
45081,611,15
46051,347,11
46001,529,15
45034,2106,19
46125,340,11
44166,6024,29
44207,1124,15
43184,2457,19
41223,776,15
43088,326,11
51299,979,15
51618,184,11
51451,82,7
54488,40,7
54536,2434,19
56214,1784,19
57060,518,15
52301,58,7
53251,475,11
52497,432,11
52535,739,15
42014,313,11
42059,5507,29
43102,1126,15
42058,255,11
51031,292,11
50069,343,11
51014,287,11
54345,338,11
54415,3953,27
55224,567,15
55084,57,7
54439,5123,29
45343,196,11
46101,467,11
46111,176,11
45175,1631,19
46132,523,15
45060,761,15
45070,52,7
45258,3336,23
45210,727,15
48043,518,15
46152,318,11
46333,184,11
46212,72,7
55531,276,11
56204,651,15
52141,293,11
51087,210,11
51511,112,11
51551,192,11
52159,25,7
51475,63,7
50092,693,15
50479,109,11
52232,55,7
53219,1381,15
52094,182,11
54044,202,11
55167,590,15
54272,470,11
54163,264,11
42179,851,15
43159,947,15
42338,1523,19
42175,1197,15
46107,179,11
45268,602,15
55285,145,11
55382,366,11
55333,47,7
55544,139,11
55421,72,7
55369,809,15
47109,304,11
46181,94,7
47312,742,15
47127,814,15
52431,156,11
51505,527,15
51160,1307,15
51585,802,15
51380,3551,27
51424,177,11
50110,1014,15
51033,271,11
50041,11444,33
50064,176,11
49330,1161,15
42285,4121,27
43044,212,11
43082,70,7
42107,319,11
55220,93,7
55076,186,11
55401,415,11
56222,2860,23
56013,3869,27
57116,98,7
55326,107,11
57090,105,11
44199,1965,19
45220,571,15
45123,1905,19
45025,1482,15
52385,29,7
54037,417,11
54012,361,11
43014,51,7
42029,1531,19
43175,164,11
42062,1155,15
42076,913,15
42010,1693,19
48168,188,11
46252,306,11
46281,201,11
48004,216,11
47016,1177,15
46304,144,11
51412,60,7
51387,285,11
51592,302,11
56231,3952,27
55371,74,7
57085,393,11
55361,138,11
56216,428,11
54465,746,15
55053,358,11
54303,365,11
55114,204,11
55075,164,11
50562,1666,19
50604,727,15
47159,1486,15
47133,555,15
49018,11747,33
45139,512,15
44078,327,11
53039,1726,19
52488,276,11
53052,282,11
53153,625,15
54118,616,15
43018,1387,15
42329,386,11
43194,694,15
54556,111,11
55050,0,7
52128,152,11
55348,366,11
47212,307,11
47316,658,15
47201,9360,29
47319,109,11
51075,1454,15
50567,912,15
49253,1089,15
45119,2363,19
46143,1278,15
45264,181,11
46140,374,11
44152,3014,23
52223,67,7
52473,88,7
54077,1046,15
42181,1447,15
43123,423,11
42202,675,15
51199,414,11
54215,6480,29
46017,145,11
57673,51,7
58228,609,15
59157,2160,19
58012,550,15
57430,322,11
57296,1083,15
61069,162,11
61416,76,7
60665,2776,23
61088,42,7
59234,5533,29
59172,20622,35
58199,162,11
59344,2483,19
59062,167,11
58292,161,11
59104,3139,23
59495,2379,19
59520,1422,15
60143,3359,23
57571,1034,15
57510,1103,15
57310,188,11
57489,273,11
58053,326,11
61028,455,11
60169,811,15
60128,224,11
60257,440,11
59084,2046,19
57215,371,11
57374,207,11
59406,423,11
59278,4739,27
58171,275,11
58307,175,11
61199,335,11
61505,207,11
61162,156,11
61424,187,11
60623,939,15
60367,331,11
59666,1549,19
60333,1534,19
58253,86,7
59092,4054,27
59320,1688,19
62806,150,11
63116,2142,19
63096,368,11
62820,808,15
60504,1151,15
60493,518,15
60471,12810,33
60505,896,15
61392,117,11
61307,237,11
59112,11584,33
59398,3476,23
58151,3213,23
59182,282,11
57633,1206,15
57397,107,11
57447,9937,29
57765,1029,15
57483,3347,23
59606,42979,43
59537,492,11
59608,1123,15
60288,479,11
60198,376,11
64048,134,11
64196,119,11
64379,162,11
64315,1035,15
61435,266,11
63348,189,11
62796,567,15
62737,5972,29
63087,64,7
63437,144,11
63453,3442,23
61388,174,11
60605,350,11
64181,336,11
64517,156,11
64024,42288,43
60130,1080,15
59577,715,15
60157,10704,33
59654,7312,29
59477,4456,27
60240,235,11
59085,309,11
59221,2459,19
58274,108,11
59088,1784,19
59394,405,11
57321,552,15
57339,362,11
62185,227,11
62692,397,11
62592,555,15
67081,787,15
65238,231,11
65167,25,7
64329,1266,15
64409,818,15
64500,312,11
63069,5455,29
63124,20020,35
63228,295,11
58278,1490,15
59260,4126,27
59277,354,11
59649,240,11
60404,1495,15
59625,389,11
59573,143,11
65278,36,7
66201,43,7
66082,491,11
66014,2784,23
57740,804,15
57592,334,11
57209,5154,29
57384,601,15
57226,3163,23
62293,235,11
62545,150,11
62557,2430,19
62408,1428,15
61214,7771,29
60621,130,11
61422,620,15
60459,203,11
61415,314,11
61212,119,11
64529,383,11
64389,372,11
64499,4642,27
63353,488,11
63290,409,11
59338,618,15
59160,4541,27
65432,174,11
65418,291,11
66222,1441,15
65461,81,7
66161,1294,15
62336,473,11
64132,4570,27
64357,64,7
65072,1877,19
60297,185,11
60113,207,11
59596,538,15
59509,5966,29
59475,2202,19
60331,457,11
57644,1695,19
57174,110,11
57427,558,15
57502,333,11
62819,1063,15
63308,4420,27
63029,263,11
63088,86,7
63288,476,11
65429,198,11
65338,251,11
65149,162,11
65307,346,11
66217,2291,19
62499,289,11
62665,212,11
60689,1419,15
61283,284,11
60663,238,11
60677,248,11
61273,48,7
60618,272,11
59310,879,15
59145,773,15
58111,105,11
59243,1209,15
58133,73,7
59400,9729,29
59216,360,11
60146,457,11
60261,547,15
59550,3116,23
63283,659,15
64012,128,11
63098,233,11
63161,316,11
62349,1630,19
64102,53312,45
64455,162,11
65126,144,11
65094,128,11
64503,95,7
65128,137,11
64421,1274,15
65022,115,11
64082,143,11
65147,606,15
66227,4416,27
66065,9479,29
66178,2283,19
57413,3592,27
57210,648,15
57550,2435,19
61475,633,15
62033,4544,27
61113,61,7
62275,291,11
62549,1067,15
62253,76,7
59045,161,11
58227,1211,15
58222,153,11
59282,389,11
65109,30,7
65138,859,15
64321,248,11
64436,876,15
64430,10836,33
64037,1235,15
64507,150,11
66119,313,11
66153,45,7
66102,35,7
65146,302,11
62465,219,11
62693,1071,15
62131,310,11
62092,404,11
62506,1657,19
62690,228,11
59589,2963,23
60052,102,11
60355,1133,15
59491,12140,33
60479,795,15
62007,790,15
60513,3331,23
60492,851,15
60563,633,15
62826,4223,27
63443,432,11
64003,215,11
63445,295,11
63395,996,15
58234,149,11
59378,39943,39
59196,1288,15
59325,860,15
57586,205,11
57635,378,11
64431,548,15
65360,274,11
65213,116,11
62767,4759,27
63448,780,15
63292,138,11
60298,654,15
60150,1109,15
60375,385,11
60031,259,11
59600,950,15
59515,658,15
62321,4657,27
62470,90,7
62130,665,15
62640,350,11
62170,2385,19
59147,44,7
58073,114,11
58165,178,11
59029,1542,19
60645,306,11
60600,647,15
61050,580,15
60668,720,15
64096,187,11
64028,134,11
65099,143,11
64416,1046,15
65463,83,7
67106,5357,29
65180,16,7
65175,38,7
63168,599,15
64016,327,11
62731,284,11
63451,427,11
63218,197,11
62765,14358,33
58041,166,11
57175,244,11
57721,347,11
57416,678,15
57143,3591,27
59627,1008,15
60124,319,11
60357,553,15
59551,1722,19
59461,286,11
59582,944,15
59504,3767,27
59529,338,11
62097,1000,15
62094,384,11
62198,347,11
65286,13266,33
67080,1755,19
65389,960,15
64153,81,7
64177,644,15
65095,319,11
64443,920,15
63260,180,11
63274,422,11
63257,862,15
63337,63,7
62832,576,15
63297,379,11
61238,95,7
61460,942,15
61474,3644,27
62030,303,11
60541,352,11
58255,288,11
59219,721,15
58287,184,11
59291,14197,33
60022,638,15
59557,2526,23
59439,282,11
60306,149,11
60055,340,11
62652,1586,19
62281,377,11
62656,928,15
62247,567,15
63369,120,11
63374,312,11
63208,342,11
57724,2929,23
57490,329,11
57750,697,15
57448,234,11
57316,753,15
57371,550,15
66009,2805,23
67098,1486,15
67031,1466,15
66107,780,15
67030,725,15
65381,33,7
67100,363,11
64188,1048,15
64033,134,11
64235,317,11
64064,492,11
64410,5744,29
64331,804,15
61076,145,11
61289,49,7
60469,374,11
61228,730,15
62224,2808,23
62634,1288,15
62461,840,15
62186,12172,33
58210,308,11
59174,327,11
62812,824,15
60046,330,11
60175,36494,39
59638,1332,15
60160,753,15
60438,189,11
59443,363,11
60311,238,11
59560,13011,33
57358,1060,15
57274,870,15
57508,4375,27
57224,3937,27
57610,322,11
57562,901,15
57309,485,11
65384,171,11
65210,37,7
65237,167,11
65184,176,11
64355,136,11
65018,78,7
64136,114,11
64469,300,11
65043,265,11
64307,199,11
62222,169,11
62713,1320,15
62414,203,11
62074,233,11
61480,228,11
61462,1047,15
60680,718,15
61463,1727,19
60503,112,11
65427,287,11
65426,136,11
62784,761,15
63268,301,11
63255,618,15
57468,642,15
57270,518,15
58213,473,11
59329,4902,27
59038,1453,15
58103,457,11
59053,3240,23
62283,126,11
62302,232,11
62518,172,11
62231,129,11
64156,477,11
65119,346,11
64451,98,7
64031,183,11
65083,739,15
65003,147,11
64210,143,11
59580,4308,27
60233,1396,15
60003,510,15
60421,405,11
60570,1629,19
60596,231,11
65326,77,7
65387,121,11
66196,3500,27
65178,47,7
62343,259,11
62088,345,11
63052,1030,15
63237,417,11
62768,106,11
57763,44,7
57732,774,15
64442,321,11
64234,263,11
64326,126,11
58220,611,15
59332,1791,19
58218,1782,19
59374,468,11
59019,1073,15
62454,2450,19
62116,165,11
62433,79,7
62328,868,15
62628,6757,29
60477,1375,15
61122,81,7
62020,626,15
61308,198,11
60592,679,15
60536,134,11
60358,1014,15
63416,96,7
63094,474,11
65449,83,7
67032,199,11
66115,1283,15
59049,443,11
58081,269,11
58069,164,11
61423,630,15
61452,150,11
61101,185,11
62178,21997,35
62650,777,15
62125,459,11
62635,203,11
62415,462,11
62458,1131,15
62606,1404,15
65303,368,11
66075,149,11
65202,328,11
66006,168,11
57137,824,15
57671,140,11
57267,798,15
60049,103,11
59544,11121,33
59620,670,15
60436,80,7
60285,300,11
60012,3429,23
63439,297,11
62776,194,11
62899,847,15
62868,253,11
62718,1393,15
65081,137,11
64110,228,11
64073,266,11
65044,286,11
65057,968,15
58268,186,11
59356,2170,19
59397,609,15
62435,106,11
62133,8027,29
62055,522,15
65315,408,11
65241,84,7
61094,587,15
61081,892,15
61288,555,15
61257,121,11
62886,268,11
63149,732,15
60021,505,15
60277,1582,19
58040,145,11
57575,1332,15
57509,514,15
57619,463,11
57446,53,7
62374,152,11
62323,1243,15
62168,851,15
64250,1054,15
64140,8934,29
64036,312,11
65019,600,15
64034,328,11
65009,168,11
66032,60,7
65157,25,7
66105,279,11
63037,471,11
62849,2557,23
63112,631,15
63397,1128,15
60155,3997,27
60211,599,15
59312,722,15
58262,202,11
59233,345,11
59301,4471,27
58138,343,11
61328,253,11
60487,318,11
62006,311,11
60452,475,11
57629,791,15
57129,793,15
57336,5179,29
57604,651,15
57422,879,15
57156,1188,15
57390,1427,15
62221,244,11
62342,103,11
62188,2827,23
62508,340,11
62444,220,11
62183,752,15
63460,365,11
63062,242,11
63179,994,15
63307,7905,29
63315,1811,19
62894,3839,27
63387,869,15
64265,100,11
64147,2920,23
64407,5353,29
64422,10658,33
64471,370,11
64362,399,11
64139,969,15
60699,162,11
61217,57,7
60545,542,15
61227,139,11
60591,1612,19
61093,1248,15
59259,501,15
59109,764,15
65244,530,15
65260,91,7
65448,78,7
66151,77,7
59656,5446,29
60374,2493,19
59574,11902,33
59555,1411,15
60428,648,15
62856,371,11
63174,119,11
63322,2210,19
62310,1765,19
62609,1626,19
62388,292,11
62099,5530,29
62600,156,11
62410,191,11
64360,206,11
64487,195,11
65033,113,11
60564,286,11
61414,871,15
61084,177,11
61391,3169,23
61116,1983,19
57656,390,11
57539,40,7
58068,196,11
58300,1735,19
59167,187,11
59034,2575,23
62883,196,11
63019,4127,27
63146,894,15
60177,437,11
60097,215,11
67039,537,15
65256,144,11
65422,331,11
62022,296,11
60589,3153,23
61168,5095,29
61138,193,11
61384,257,11
61369,1023,15
62147,386,11
62206,289,11
62157,70,7
62407,947,15
62151,522,15
64408,69,7
64067,2055,19
64468,121,11
63215,732,15
63067,167,11
63219,708,15
57614,674,15
57543,1460,15
57589,2290,19
57616,3562,27
60271,86,7
60065,1574,19
60220,504,15
59079,6791,29
65428,61,7
66170,172,11
66174,2934,23
65215,42,7
66001,63,7
61497,1699,19
62190,1242,15
62154,667,15
62177,872,15
62180,297,11
62511,140,11
63030,346,11
63163,931,15
59500,378,11
59553,5656,29
60176,14243,33
59122,31568,39
58276,223,11
58186,57,7
57204,542,15
57538,298,11
58016,140,11
64100,3317,23
64358,265,11
65096,71,7
62580,527,15
62513,188,11
62392,410,11
62595,1166,15
62364,2349,19
66193,233,11
65226,2921,23
65354,83,7
61316,109,11
60615,133,11
60569,175,11
62019,3915,27
63180,1171,15
62790,161,11
63291,2644,23
63328,55,7
63134,67,7
63280,340,11
60432,859,15
60184,205,11
62187,177,11
62400,4974,27
62438,532,15
62370,123,11
62507,301,11
64155,104,11
64325,195,11
64287,138,11
64023,895,15
64051,435,11
64125,7674,29
64268,271,11
57703,230,11
57162,1040,15
57405,49,7
57301,292,11
61445,659,15
60691,121,11
61140,803,15
61500,122,11
61221,432,11
59203,1576,19
59303,2288,19
59324,10273,33
59285,2632,23
58303,9166,29
65323,73,7
66154,57,7
66155,79,7
63189,351,11
63142,249,11
63313,101,11
59590,918,15
60095,343,11
59619,1062,15
59657,640,15
60270,330,11
62268,4827,27
62611,484,11
62285,484,11
64521,601,15
64457,184,11
64555,162,11
65089,80,7
64040,1052,15
64165,294,11
61064,92,7
60456,906,15
61444,112,11
61251,157,11
59057,572,15
59271,20347,35
59015,3148,23
57570,419,11
57380,105,11
57479,487,11
57553,613,15
58061,128,11
57453,296,11
57705,204,11
65324,212,11
65297,40,7
62843,233,11
62801,2664,23
63155,508,15
62862,149,11
63004,1714,19
63076,143,11
59642,599,15
60395,14091,33
60347,281,11
60119,1875,19
59567,417,11
62660,454,11
62266,93,7
62542,204,11
62502,5041,29
64399,2420,19
64496,5779,29
64454,176,11
61301,214,11
61290,127,11
61011,396,11
57526,383,11
57626,507,15
57467,308,11
57649,467,11
57311,517,15
57718,222,11
57418,301,11
57345,395,11
60015,1129,15
60193,200,11
60318,676,15
59534,767,15
60125,743,15
65243,439,11
66030,224,11
66221,34,7
65155,50,7
65235,4019,27
59152,12649,33
59060,233,11
63216,132,11
63436,77,7
62601,347,11
62118,150,11
62093,232,11
62176,639,15
62289,686,15
62270,6830,29
64445,78620,49
64412,84,7
64550,851,15
60468,295,11
60634,439,11
61261,176,11
61482,377,11
60159,40808,43
60061,70,7
65195,132,11
65214,46,7
62248,479,11
62489,3500,27
62086,419,11
62661,511,15
62453,127,11
59010,256,11
59264,725,15
63012,923,15
63128,964,15
63319,708,15
63455,3698,27
63427,519,15
63447,66,7
57680,1259,15
57219,588,15
57421,152,11
57294,189,11
64506,155,11
65092,210,11
64021,724,15
64344,364,11
60630,214,11
61024,630,15
60496,163,11
60132,179,11
60190,315,11
60348,511,15
60154,1638,19
62256,158,11
62182,238,11
62387,354,11
62534,3577,27
62422,522,15
62128,4519,27
62671,308,11
62352,115,11
65031,732,15
64141,391,11
64274,366,11
65021,392,11
64097,627,15
59430,1091,15
58298,398,11
59102,450,11
59125,408,11
65145,49,7
65148,136,11
66015,1397,15
65212,313,11
66103,585,15
57192,1210,15
57572,2050,19
61234,1084,15
61070,845,15
60602,54,7
61017,76,7
61357,175,11
60167,592,15
60054,337,11
59296,352,11
59150,553,15
58149,1983,19
58269,418,11
64112,423,11
64176,152,11
64061,3446,23
62367,781,15
62080,3718,27
62153,628,15
62704,589,15
63194,405,11
63204,1133,15
62757,5863,29
57308,155,11
57611,192,11
57190,419,11
57600,1559,19
65225,109,11
66045,724,15
65321,136,11
66234,66,7
66091,54,7
66204,327,11
65199,33,7
61436,243,11
61063,1511,19
61484,3324,23
62303,220,11
62678,722,15
62317,465,11
62603,1081,15
62481,143,11
62587,9667,29
62051,4642,27
62202,675,15
60053,571,15
59519,1738,19
59576,1725,19
60356,637,15
64397,117,11
64151,98,7
64359,926,15
64258,85,7
59414,4588,27
59280,786,15
59105,1564,19
58214,2388,19
59135,2212,19
57227,21111,35
58004,368,11
57484,2657,23
62365,203,11
62897,503,15
58264,1828,19
64319,185,11
57478,87,7
61046,141,11
57158,228,11
65035,509,15
67096,325,11
65197,158,11
62315,343,11
60286,2761,23
63033,315,11
62805,264,11
63301,735,15
63393,1760,19
62815,168,11
62794,594,15
62314,353,11
60194,242,11
60019,410,11
60006,1147,15
60191,621,15
60028,564,15
65162,34,7
66074,381,11
66096,1044,15
65253,54,7
65433,3000,23
60463,21859,35
61365,435,11
61379,234,11
60651,1920,19
60454,954,15
60494,1791,19
61085,29,7
61123,212,11
59269,1434,15
59253,7473,29
58235,252,11
59165,6499,29
58250,1669,19
63305,846,15
62759,444,11
63336,198,11
62876,133,11
63273,1492,15
64218,304,11
64350,871,15
64292,258,11
64504,2736,23
57342,90,7
57318,215,11
57602,2349,19
57707,676,15
57606,14828,33
59288,2307,19
58082,281,11
64314,446,11
65481,136,11
64138,2878,23
64464,81,7
65280,435,11
66210,8215,29
65264,312,11
65407,106,11
62655,326,11
62127,374,11
62223,291,11
60685,981,15
60686,2301,19
60491,1888,19
61510,213,11
61393,132,11
61197,146,11
57715,386,11
57601,1330,15
57524,128,11
57138,80,7
60212,1626,19
60228,470,11
60079,955,15
59442,273,11
62839,1096,15
63330,348,11
63159,136,11
63472,643,15
63363,291,11
63339,126,11
64093,645,15
65482,433,11
64461,1089,15
64183,675,15
66089,396,11
65222,137,11
65165,166,11
66005,548,15
67052,2435,19
66064,418,11
57727,122,11
57362,192,11
61219,163,11
61349,157,11
62514,238,11
62267,394,11
62288,2176,19
62324,631,15
63263,3584,27
63016,864,15
63210,3140,23
60440,584,15
59454,533,15
59659,2813,23
60339,350,11
60089,385,11
60371,151,11
60011,421,11
59405,493,11
58174,124,11
59249,11528,33
59179,10112,33
59089,1425,15
64220,488,11
64069,225,11
64259,751,15
65105,196,11
64068,1997,19
67104,586,15
66212,3793,27
66054,63,7
65174,103,11
57193,2313,19
57222,1392,15
57180,341,11
57588,1282,15
57379,268,11
61170,205,11
60578,1062,15
61198,133,11
60656,268,11
60164,857,15
60029,2895,23
59612,524,15
59484,6078,29
62054,623,15
62586,444,11
62589,1023,15
62322,111,11
63110,450,11
63010,1767,19
62860,136,11
63024,159,11
63253,230,11
59377,1865,19
59116,400,11
58288,115,11
59347,529,15
59083,242,11
64505,290,11
64527,1489,15
57128,285,11
57700,486,11
57163,2367,19
57754,110,11
57125,404,11
57519,157,11
62424,297,11
62689,400,11
62360,1393,15
62353,239,11
60103,4032,27
60317,715,15
59664,332,11
60337,807,15
60135,1675,19
66017,6203,29
60633,381,11
63157,381,11
62747,629,15
63173,203,11
63143,1127,15
64107,69,7
64290,594,15
64537,141,11
59228,1441,15
58208,293,11
59270,471,11
57738,350,11
57265,60,7
57233,84,7
60149,2017,19
60267,158,11
60002,861,15
59564,3140,23
60231,451,11
60336,184,11
59530,331,11
60295,439,11
62446,835,15
62591,210,11
62524,1515,19
62492,232,11
67048,461,11
65362,1101,15
61472,309,11
60641,1701,19
59481,4859,27
59663,5645,29
60151,3386,23
59072,243,11
59184,658,15
59055,549,15
58009,123,11
57200,412,11
57159,3745,27
58057,1090,15
57459,290,11
57529,3012,23
63250,890,15
62746,5051,29
63444,315,11
62756,1715,19
64018,466,11
64310,479,11
65049,239,11
65102,22,7
60510,675,15
61507,241,11
62504,263,11
62466,251,11
62184,287,11
62269,715,15
65393,149,11
67005,858,15
66023,953,15
65185,440,11
65383,196,11
65442,230,11
62810,1303,15
63214,3786,27
63097,81,7
62738,152,11
63376,146,11
57565,1004,15
57208,1325,15
57684,497,11
57655,1138,15
57687,211,11
59516,915,15
60108,297,11
65015,94,7
64158,170,11
64128,155,11
64190,237,11
59213,470,11
58062,1857,19
59064,1315,15
58271,187,11
61092,681,15
61447,1335,15
61286,99,7
61370,149,11
61366,131,11
57683,7001,29
57281,231,11
62532,1271,15
62554,94,7
62523,5202,29
59615,2641,23
60351,117,11
59480,863,15
59449,8390,29
60334,830,15
65412,159,11
65404,159,11
65150,502,15
65386,102,11
66095,472,11
63354,1226,15
62846,4729,27
63378,990,15
62823,172,11
62732,320,11
61026,185,11
61425,121,11
61453,239,11
60535,329,11
60520,220,11
60583,376,11
59570,873,15
59440,661,15
58245,171,11
59222,2255,19
58163,182,11
62357,65,7
64084,134,11
64435,228,11
64270,1008,15
64552,146,11
57255,571,15
57254,1133,15
57603,1257,15
57760,856,15
57407,564,15
58050,45,7
57591,9534,29
63329,124,11
63003,6556,29
62755,3346,23
65357,170,11
66058,2013,19
60063,819,15
59571,4193,27
60234,2546,23
60282,8934,29
59490,194,11
60426,244,11
60363,222,11
60112,344,11
59005,3549,27
58294,124,11
59115,711,15
61229,134,11
60462,2857,23
60531,1957,19
60550,229,11
60512,153,11
62262,1784,19
62091,98,7
62535,148,11
62550,1076,15
63103,6294,29
63141,1964,19
63284,12422,33
63405,566,15
66041,978,15
65183,698,15
65189,267,11
59164,237,11
59346,2966,23
59113,1345,15
58131,2512,23
57719,81,7
57452,1058,15
57423,67,7
57272,93,7
65034,23,7
64145,506,15
65051,207,11
65087,155,11
65110,97,7
65076,46,7
62028,660,15
62017,201,11
61222,772,15
59489,4012,27
60369,1952,19
59451,560,15
60412,676,15
62423,1728,19
62132,5076,29
62064,170,11
62241,309,11
62046,735,15
63093,1161,15
63256,153,11
63066,1635,19
63407,287,11
63089,1609,19
60290,386,11
60388,137,11
61287,719,15
61080,82,7
61461,125,11
61394,828,15
57456,641,15
58039,249,11
57212,741,15
57290,167,11
67046,12211,33
67038,317,11
65143,107,11
64089,131,11
64380,234,11
64401,81,7
59012,3152,23
59139,14032,33
59423,1422,15
58097,91,7
62610,633,15
62437,319,11
62527,255,11
62528,6850,29
57324,615,15
57263,661,15
57199,697,15
57530,455,11
57625,171,11
58030,254,11
63075,17591,33
63454,551,15
63234,923,15
63126,1300,15
64008,262,11
64559,748,15
65247,99,7
64396,1136,15
62384,644,15
62109,215,11
62487,1242,15
62621,1753,19
62052,435,11
62057,5349,29
62145,443,11
60268,356,11
60100,114,11
60418,396,11
60431,513,15
60081,472,11
61079,1765,19
60526,1047,15
62001,1966,19
60464,1156,15
60489,1217,15
59375,4506,27
59134,1234,15
65334,222,11
65204,29,7
60414,13944,33
60064,937,15
60400,266,11
60208,116,11
60206,918,15
60227,217,11
64453,2916,23
64548,164,11
65106,190,11
64226,203,11
64427,148,11
58284,40,7
59096,1678,19
63396,1167,15
63223,543,15
64004,115,11
63300,18680,33
63034,1584,19
62841,2384,19
61323,128,11
60527,142,11
60697,33,7
61225,29,7
60695,1399,15
60499,240,11
60637,466,11
65456,274,11
66214,1171,15
65391,59,7
66167,1161,15
65345,57,7
65142,215,11
62238,81,7
62040,9526,29
62476,1049,15
62434,136,11
62279,1393,15
62340,883,15
57361,608,15
57306,16013,33
57731,2284,19
60044,1639,19
59479,3141,23
60383,533,15
60393,601,15
59541,985,15
62244,5403,29
65160,117,11
65192,341,11
66083,46,7
65376,203,11
62775,327,11
62730,1607,19
63244,1779,19
63410,145,11
63426,700,15
60575,3478,23
60594,282,11
60574,618,15
58093,122,11
59348,1464,15
59314,3522,27
59411,2077,19
58078,52,7
64085,103,11
64062,2238,19
64406,613,15
64198,1774,19
58162,96,7
58074,353,11
59108,695,15
58195,270,11
58295,993,15
57344,702,15
57412,4017,27
57249,259,11
57385,1254,15
61167,2960,23
61181,1771,19
61263,195,11
61124,498,11
62648,551,15
62421,357,11
62546,329,11
65194,93,7
65234,104,11
67108,1873,19
66092,91,7
65440,44529,43
60036,401,11
60127,411,11
60043,605,15
60166,1054,15
60186,266,11
59602,1390,15
64227,676,15
65007,1349,15
63102,752,15
63414,587,15
62779,187,11
63424,611,15
60628,1175,15
61488,75,7
60616,2798,23
61272,26,7
60501,1307,15
61142,156,11
60250,405,11
60328,297,11
59568,489,11
59660,2969,23
62544,182,11
62529,1630,19
62194,5416,29
62181,1506,19
62307,218,11
62459,244,11
62701,459,11
62395,143,11
58130,93,7
58071,136,11
58178,154,11
59323,1137,15
59211,902,15
57169,506,15
57645,1023,15
57725,336,11
65277,90,7
65341,101,11
66177,1578,19
67113,433,11
67082,1218,15
67057,176,11
67109,686,15
64306,710,15
64134,371,11
64113,120,11
64022,138,11
64148,850,15
64146,341,11
62577,73,7
62148,833,15
62257,463,11
60445,297,11
