GEO,PCS,OBS_VALUE
68291,6,238
69102,9,59
69072,2,373
69114,1,10
69049,4,285
69119,1,15
69070,6,126
69166,4,54
69229,6,110
69167,6,51
69191,3,1225
69220,9,144
68361,5,32
68385,6,92
68349,2,98
68332,3,99
67409,4,87
67456,9,83
67400,3,62
67428,3,40
67504,6,249
67488,9,41
67541,9,55
67425,7,228
68148,2,11
68186,7,52
68188,9,32
68065,6,73
68172,3,78
68361,3,10
68363,7,135
69016,3,11
69006,9,438
68373,9,29
68375,9,1310
68384,6,307
67534,7,244
68026,3,115
67523,5,386
68013,9,134
67515,6,61
68245,5,20
69140,6,152
69229,2,55
69209,4,70
68182,5,109
68150,5,75
68194,6,57
68209,4,107
68194,9,21
67407,4,185
67426,3,15
67388,3,212
67481,5,97
67432,6,122
68099,5,93
68039,1,6
68080,4,56
68127,4,48
68288,4,69
68295,4,481
68270,9,342
68239,4,53
68161,6,37
68161,7,153
68184,7,40
68146,2,76
68188,5,73
67434,4,142
67426,9,30
67397,7,735
67400,1,11
67420,9,104
67422,2,16
68008,1,5
67527,6,55
67494,2,16
67524,7,148
69214,2,56
69225,6,58
69198,5,148
69154,4,448
69142,9,884
69176,6,253
69233,4,195
69052,5,432
69091,7,4093
69121,7,659
69093,1,10
69095,1,17
69092,9,987
69047,2,40
68358,2,21
68354,3,86
68371,6,57
69004,4,71
68051,1,26
68064,9,127
68115,6,202
68315,3,483
68283,7,218
68304,2,39
68308,7,82
68253,3,144
68243,3,5
68145,1,31
68199,4,45
68142,2,10
68167,7,180
68007,4,284
67504,7,374
67517,4,113
67546,5,98
67450,6,167
67442,4,232
67391,3,26
69175,7,493
69153,2,71
69156,2,111
69052,1,6
69051,7,240
69100,1,16
69062,3,36
69069,5,1341
69013,2,206
68365,7,658
68373,7,94
69002,3,10
68290,7,187
68251,1,19
68296,3,67
68256,5,1231
68150,3,50
68176,6,45
68170,1,5
68058,1,5
68104,4,28
68106,6,63
68079,6,45
68054,7,99
68060,1,10
67440,2,25
67436,5,73
67421,3,5
67463,7,704
67429,6,77
68015,5,284
68017,7,200
68007,1,5
67540,1,5
67529,4,488
67529,7,858
68023,9,51
68256,4,1266
68269,2,150
68266,9,161
68245,6,34
69064,5,504
69228,6,421
69186,1,14
69207,2,98
69174,2,31
69142,6,604
69132,5,123
69154,2,166
68354,4,120
68325,9,94
69018,5,348
68340,2,21
68385,2,26
68137,2,29
68154,4,1506
68150,9,30
68212,3,26
67438,7,186
67421,4,64
67406,9,23
68257,2,6
68254,2,25
68286,6,284
68114,4,9
68089,4,216
68123,5,139
68045,4,110
68043,2,93
68049,5,62
69045,2,51
69095,4,157
69082,5,15
69057,4,90
69086,3,348
69038,2,29
69219,3,336
69163,6,267
69165,1,56
69196,2,39
69173,6,113
69019,5,1965
69012,5,47
68326,5,10
68007,3,244
67519,9,480
67555,6,32
67505,6,46
67498,3,31
68160,5,61
68188,3,42
68199,9,133
68145,5,915
68179,7,297
68149,2,107
67428,4,89
67418,1,5
67458,3,368
67464,7,150
67388,1,6
67404,6,256
67427,9,25
69088,4,1101
69066,7,1463
69104,9,45
69108,3,69
69080,5,210
69103,1,77
69105,5,162
68144,9,107
68192,7,104
68128,7,144
68269,4,506
68266,6,307
67504,1,15
67507,7,568
67559,7,61
67498,5,96
69203,7,248
69145,3,57
69166,5,32
69142,3,414
68362,7,215
69031,4,207
68348,3,135
68357,6,46
69005,4,94
68376,6,2217
68127,2,31
68093,6,81
68055,3,116
68102,2,11
68094,9,70
68044,2,60
67465,9,141
67434,2,72
67408,4,169
67433,9,102
67460,5,265
69145,2,47
69178,7,181
68197,2,5
68189,7,145
68149,4,752
68161,2,16
67558,5,140
67506,2,144
67554,1,31
67540,7,108
67514,4,71
69089,7,3125
69110,7,420
68292,9,175
68261,5,28
68271,3,1266
68244,1,5
68283,2,6
69009,3,857
68335,7,163
69008,6,77
68342,9,93
68361,4,37
68082,7,1598
68094,6,100
68093,1,16
67391,6,73
68178,6,84
68184,3,5
68201,5,419
68175,3,70
68152,9,186
67552,3,21
67546,6,89
67493,7,139
67536,2,17
67539,4,410
68062,3,159
68109,5,133
68059,3,117
68043,3,246
69080,1,40
69080,4,335
68306,2,20
68257,5,142
68290,1,12
68227,9,96
68251,4,130
69019,4,1704
68359,4,248
68384,9,198
68334,4,897
68341,9,74
68374,9,924
69167,7,91
69189,7,606
69230,2,10
67451,6,261
67427,2,6
67464,6,178
68172,4,192
69116,7,746
69058,9,29
68246,9,90
68238,7,190
68295,5,460
68232,2,33
68299,3,23
68300,2,235
68079,4,40
68059,7,371
68049,3,15
68040,2,66
68367,5,143
69024,1,16
67476,5,91
70217,9,10
70181,7,32
70195,9,29
70198,4,129
70337,6,7
70363,4,85
70368,9,13
71017,1,6
71172,1,12
70526,6,107
71005,4,21
70115,6,22
70117,3,113
70278,5,35
70520,4,16
70460,5,15
70463,4,14
70486,5,12
70408,4,123
71102,2,22
71108,7,54
70252,5,30
70169,2,17
70222,2,5
70177,5,51
70189,9,6
70196,6,61
70192,6,30
71241,1,21
71263,1,16
71228,9,15
71177,6,149
71258,3,44
71177,5,73
70446,7,213
70461,6,12
70486,3,6
70516,4,15
69267,9,162
69250,9,512
69285,2,258
70017,7,57
71032,1,6
70559,9,5
70120,9,354
70096,4,64
70129,5,11
70141,5,10
70086,3,6
70031,2,15
71071,1,5
71142,7,70
71111,1,20
71082,2,5
71089,6,41
70353,5,50
70277,9,20
70280,2,11
70356,7,62
70311,5,707
70288,3,10
71259,1,6
71200,6,86
71207,5,20
70168,7,185
70158,4,17
70213,5,19
70272,4,14
70262,5,21
70423,7,65
70476,5,18
70514,5,93
70427,1,5
69275,9,4230
70005,4,5
69299,9,289
70525,4,17
70537,3,11
71041,3,11
71056,1,51
71011,7,103
71146,2,16
71132,1,32
71105,3,587
71070,4,263
71071,3,19
71219,3,10
71199,5,42
71168,6,20
70132,9,36
70029,6,31
70145,4,92
70088,2,5
70129,1,16
70356,4,54
70334,5,214
70392,7,6
70343,1,5
70293,6,9
70368,3,5
70018,3,10
70006,3,5
69256,5,7095
69277,1,16
69293,5,243
70021,3,26
70413,3,119
70485,7,86
70504,5,41
70519,3,5
70499,7,11
70258,5,335
70221,5,29
70249,9,13
70239,3,21
70198,1,11
70220,5,49
70534,7,15
71037,1,5
71031,6,16
71064,2,61
71067,6,11
71144,7,38
71099,3,46
71165,7,135
71262,6,19
71202,2,86
71241,5,63
70010,2,9
69298,1,15
70024,5,69
70109,5,21
70072,6,9
70044,7,124
70372,4,5
70386,2,6
70393,2,21
70302,6,17
70327,9,11
70286,7,5
70582,5,11
71030,3,14
70579,7,171
70563,1,11
71032,5,92
70454,7,13
70404,4,38
70470,5,18
70432,3,24
70407,3,20
70405,5,21
69297,3,557
69263,2,31
69291,7,1124
69276,3,378
70158,7,26
70203,6,16
70179,2,5
70259,2,10
70194,5,25
71238,9,82
71250,7,203
71209,6,139
71239,6,41
71118,6,639
71066,5,10
71133,3,63
71125,4,4
71112,9,30
71160,9,20
71014,9,1657
71042,6,16
70533,7,35
71036,4,5
70055,6,85
70082,4,39
70383,7,83
70378,1,5
70387,4,53
70363,2,11
70353,1,5
70384,5,22
70374,9,5
70319,7,21
70473,1,6
70494,2,22
71123,2,10
70020,9,26
70002,9,15
69290,6,5338
70243,3,12
70195,2,5
70154,3,34
70271,6,59
70180,7,210
71239,9,41
71200,2,60
71216,7,46
71013,4,15
71057,6,25
71002,9,66
70552,9,6
70564,7,77
70416,5,42
70342,3,10
70292,9,193
70356,9,23
70388,6,270
71210,4,46
71202,9,169
71234,9,51
71178,2,10
71157,7,591
71069,9,21
71136,5,53
70133,3,22
70079,5,50
70071,9,6
70009,4,12
69293,6,70
69288,3,474
70014,7,85
69238,5,407
70479,9,15
70473,3,36
70462,7,7
70479,2,5
70444,4,24
70252,4,5
70182,9,11
70265,5,20
70569,9,12
70565,1,11
71006,4,27
70531,2,10
70528,5,81
70564,2,17
71010,9,82
70312,1,6
70351,5,26
70323,9,26
70363,6,91
70286,1,5
71066,9,10
71061,6,130
71166,7,34
71183,1,9
71202,4,249
71244,1,5
69246,9,80
69287,1,16
69281,1,30
69280,3,148
69273,7,2359
71013,5,10
70582,7,46
70581,3,31
70527,5,21
70524,6,39
70261,5,187
70156,9,12
70234,3,16
70523,7,52
70428,7,334
70435,5,95
70467,1,6
70438,6,32
70309,2,6
70371,3,10
70363,3,36
70390,1,16
70301,4,6
70136,3,19
70057,1,11
70058,9,76
70113,6,13
71122,2,14
71065,2,15
71119,6,225
71146,9,21
71245,5,32
71219,4,78
71198,5,46
71256,7,119
71004,3,77
70532,2,15
70528,4,60
71021,6,22
71046,1,4
70433,3,67
70418,2,5
70275,6,64
70389,5,16
70206,3,47
70205,6,15
70254,9,6
70205,7,59
70265,2,5
69267,7,387
70006,5,172
69292,2,175
70009,1,6
70102,9,11
70124,7,24
70066,2,5
70045,5,36
71156,9,6
71135,1,30
71090,6,504
71104,9,5
71228,7,29
71236,7,207
71247,7,82
70544,4,10
70561,2,40
70565,5,6
70363,5,66
70322,9,11
70331,7,167
70308,9,26
70355,4,41
70252,9,5
70234,6,58
69276,9,1421
70016,9,11
69277,2,533
70431,5,46
70445,3,14
70493,9,23
70429,9,39
70482,7,585
70065,6,11
70027,5,11
70111,3,10
70050,7,32
71070,1,16
71156,6,42
71101,5,60
70538,7,60
70545,7,30
70583,3,10
70531,7,19
71045,1,6
71034,3,20
70580,7,41
70170,2,5
70256,1,10
70268,2,11
70152,6,81
70155,7,216
70158,9,5
71258,5,56
71249,1,6
71234,1,20
71176,1,41
70286,5,20
70320,5,6
70449,9,10
70410,5,107
69272,9,451
70179,9,5
70220,7,122
70233,6,17
70168,3,5
70239,9,31
71222,5,93
71207,1,5
71247,4,45
71187,4,222
71236,1,25
70058,7,250
70538,6,6
71052,3,36
71033,3,49
71003,4,81
70577,7,122
71133,4,96
71113,5,6
71132,3,105
71077,7,197
71061,3,5
71082,1,20
71139,1,12
70304,4,21
70358,5,34
71200,9,40
71195,7,52
71162,9,91
71238,6,77
70432,5,46
70487,3,5
70496,1,7
70509,9,6
70183,6,22
70253,4,38
70262,6,11
70243,4,22
70037,9,21
70094,5,38
70037,1,11
70082,6,22
70074,4,13
70062,2,15
69246,6,51
69248,6,927
69287,7,1468
69252,5,78
69289,5,522
71147,2,14
71157,2,65
71110,1,25
71133,9,130
70275,5,53
70349,2,6
70330,4,64
70567,7,32
71020,6,20
71038,1,21
71213,7,151
71200,4,95
71222,9,64
71257,9,65
71235,1,5
71228,6,34
71243,9,10
70454,6,19
70492,5,57
70436,5,13
70482,9,154
70511,7,79
70445,5,9
70025,4,19
69287,4,1072
70023,9,10
69283,7,2866
69260,7,1087
69239,9,45
69266,9,30647
70137,9,21
70029,1,21
70150,7,67
70050,6,27
71075,4,45
71137,1,25
71161,3,11
71149,7,472
70383,6,39
70323,1,6
70369,4,5
70218,5,6
70157,9,33
70553,5,19
70562,7,67
71031,9,6
70560,5,30
70435,4,100
70414,3,35
70456,4,16
70425,3,6
71177,7,224
71256,2,35
71227,7,171
71224,7,41
70002,6,40
70025,7,48
69239,3,125
70026,6,379
69254,9,84
70304,7,56
70353,3,26
70323,5,21
71116,1,6
71065,4,35
71080,3,10
71107,6,48
71075,5,65
71090,1,25
71101,6,60
71122,9,53
70062,6,19
70081,6,42
70042,7,49
70117,9,130
70107,5,68
70166,7,62
70210,1,6
70153,3,6
70175,9,11
70225,9,6
70433,9,74
70446,5,63
70439,9,23
70519,6,14
70402,9,30
70477,6,95
71026,9,20
70577,6,26
70541,2,11
70321,2,15
70306,9,36
70325,6,41
70277,3,10
70327,7,66
70325,7,76
70387,2,21
71254,1,5
71189,4,193
71254,5,10
71182,3,111
69268,7,776
69276,4,1136
70003,3,12
70007,4,41
69285,1,20
71109,1,16
71120,1,10
71112,7,79
71125,7,8
71103,6,37
71066,1,15
70226,3,10
70238,3,6
70413,2,56
70487,7,96
70483,4,16
70560,3,5
70529,3,32
70572,4,16
70563,5,71
71011,4,81
71002,7,228
70529,9,27
71056,6,458
70571,4,7
71038,9,16
70523,6,31
70032,6,6
70080,4,24
70057,5,26
70088,4,10
70050,9,6
70320,9,6
70337,7,19
70343,5,42
70285,6,1394
71246,6,40
71169,2,48
71248,3,16
71176,7,2654
69238,1,15
69245,4,91
69259,9,14193
69277,5,1281
69257,2,89
70447,5,402
70500,7,65
70438,9,16
70472,6,28
70491,2,25
70255,9,63
70177,1,11
70247,6,10
70200,4,7
70561,1,10
71009,9,50
71048,4,10
70582,4,6
70081,7,37
70101,5,68
70037,3,11
70113,5,22
70134,3,10
70049,7,11
70038,4,66
71103,5,26
71090,4,574
71157,3,51
70305,1,6
70312,2,22
70383,9,39
70282,7,301
70361,7,41
71185,9,31
71178,6,114
71233,4,10
70004,2,16
69279,7,1440
70451,4,290
70433,5,174
70455,9,222
70410,9,66
70528,6,56
70572,5,41
70577,1,6
71051,6,33
70263,5,37
70196,3,11
70153,2,6
70374,3,5
70298,7,30
70276,5,43
70329,7,26
70314,4,29
70113,9,13
70132,6,97
70031,7,165
70128,4,37
71147,4,25
71060,5,21
71098,1,10
71215,2,119
71205,6,93
71258,4,73
70184,2,15
70227,9,43
70216,7,109
70015,2,10
69284,7,704
70026,5,304
69249,6,236
69273,6,949
69288,2,224
70545,3,6
70544,7,29
71052,7,218
71034,6,35
70537,9,38
71057,4,5
71009,3,40
71016,1,16
70568,7,26
70494,5,32
70455,5,237
70519,2,5
70284,5,26
70301,5,6
70374,4,21
70386,3,11
70341,9,34
70308,6,52
70087,1,6
70129,7,31
70143,9,10
70149,2,26
71108,5,15
71069,4,67
71139,3,17
71137,5,536
71109,3,16
70178,4,71
70210,4,6
70197,4,66
69241,6,133
69261,3,7
70015,5,57
71048,3,5
70526,2,20
71035,2,10
70564,4,19
71241,9,16
71240,9,16
71186,2,5
71199,3,21
70386,7,47
70325,3,11
70384,7,60
70511,3,6
70521,3,11
70504,7,116
70478,1,5
70470,2,6
71152,9,14
71092,2,11
71153,6,2297
71142,1,20
71160,4,42
71073,6,926
70019,5,6
70008,9,16
69268,6,184
70562,3,6
70568,9,20
70531,6,5
70111,9,29
70331,6,58
70367,4,6
70397,9,6
70400,5,18
70344,6,71
70400,3,5
70277,4,74
70272,9,19
70262,9,21
70178,9,46
70184,9,54
70257,1,11
70174,9,6
70180,4,63
71247,9,6
71231,3,21
71216,5,41
71164,6,5
71074,7,159
71093,7,234
71106,9,344
71139,6,17
71130,7,109
70013,5,5
70004,4,30
69266,3,23477
70457,7,39
70418,3,10
70202,7,155
70283,4,25
70334,9,203
70289,2,6
70324,5,100
70315,2,17
70263,3,11
70240,5,194
70170,6,19
70226,4,28
70250,7,107
70245,7,1136
71006,6,27
70550,4,1563
70529,6,72
70555,9,17
71235,4,234
71210,7,101
71246,1,5
71191,9,15
71249,6,131
71261,3,45
70137,4,21
70081,9,26
70086,9,6
70129,4,31
70122,9,160
71236,2,40
70012,2,16
70016,4,6
69285,6,336
70007,3,21
70001,7,81
70316,7,16
70296,2,14
71155,6,49
69264,9,5851
71212,9,148
70177,2,26
71077,2,10
71135,6,55
71146,6,16
71157,9,186
70360,3,6
70418,9,80
70487,4,10
70467,2,51
70002,1,20
70020,7,45
70024,4,33
69249,5,401
69283,4,2004
70539,3,10
71032,7,159
70569,5,12
71223,1,36
70041,4,21
70062,3,5
70054,5,48
70272,1,10
70165,7,165
70215,9,10
70221,1,6
70206,6,57
70258,6,264
70220,9,5
70194,4,5
70172,9,6
70360,6,6
70278,3,5
70359,6,5
70369,5,5
70327,6,11
70376,7,144
71160,7,105
71147,5,19
71087,5,15
71089,1,5
71161,4,41
69258,3,11
69265,9,78
70569,3,6
71026,2,20
71016,4,144
70554,5,27
70472,4,23
70518,9,14
70488,7,62
70040,2,6
70046,3,26
70076,3,25
70061,6,14
70055,2,10
71188,5,11
71186,6,42
71257,2,21
71244,3,19
71215,7,700
71207,9,38
71177,9,94
70171,5,158
70229,3,10
70186,7,25
70247,4,11
70217,6,10
70278,6,10
70314,3,15
70304,9,16
69282,2,873
69272,7,958
69277,7,3048
71100,4,11
71077,6,50
71093,3,21
71145,6,58
71091,2,6
71161,1,5
71257,7,168
71207,6,62
71227,4,34
71208,7,78
71202,1,5
71219,9,44
70468,6,21
70435,9,55
70421,2,103
70100,2,6
70064,7,37
70050,4,6
70563,7,186
70575,7,194
71004,4,153
71044,6,45
70256,7,200
70156,7,34
70249,2,9
70237,5,6
70201,4,16
70174,4,11
70306,2,11
70288,1,5
70332,6,6
70306,7,119
70367,2,6
69286,3,2030
69270,5,388
69292,7,1183
69266,6,11774
71252,1,5
71175,4,32
71243,2,22
71209,2,16
71116,6,22
71061,4,45
71136,7,102
71107,3,21
70455,6,251
70517,7,49
70450,1,8
70430,9,6
70421,6,420
70402,2,6
70451,1,10
70494,7,53
70122,1,41
70089,4,12
70082,2,6
70041,7,151
70148,7,31
70566,3,5
70573,6,14
70560,6,30
71043,6,22
71023,3,33
70559,2,5
71040,6,660
70305,9,12
70361,5,14
70308,2,6
70190,3,17
70259,3,20
70261,3,102
70257,4,87
70214,7,27
70443,4,11
70473,7,470
70519,7,35
70484,5,22
71156,5,21
71116,9,16
71136,9,11
71147,7,63
71068,6,5
71113,7,27
71016,3,41
71048,5,14
70525,3,17
70576,1,14
70535,4,16
71041,6,11
70583,2,5
71259,5,56
71181,4,22
71172,6,12
70147,1,5
70130,1,5
70380,7,57
70328,9,5
70224,1,10
70196,1,6
70193,9,16
70218,6,27
70022,4,27
70024,7,104
70011,5,57
69273,3,908
69239,7,284
70470,9,29
70453,6,19
70466,3,6
70415,5,84
70409,1,15
71021,2,27
71029,1,6
70559,7,74
71054,4,99
71048,6,46
70063,3,16
70060,4,10
70121,5,72
70069,6,5
71134,5,128
71239,5,76
71196,1,6
71213,6,119
71225,9,26
70308,1,6
70240,1,31
70215,7,88
70181,5,32
71008,9,6
71019,1,19
71032,9,41
71010,2,41
71038,7,131
71029,3,6
70487,9,15
70432,7,73
70360,5,6
70388,7,586
70335,5,17
70311,7,1920
70277,7,98
70295,3,12
70096,5,59
70120,4,374
70125,7,73
70109,2,31
70085,1,11
70092,5,25
70130,2,10
71137,4,398
71130,6,36
71094,6,10
71139,5,23
71194,9,74
71203,3,8
71249,3,80
70262,1,6
70197,5,111
70197,3,55
70265,9,15
70168,9,65
69275,3,2051
69257,4,227
69260,6,424
70011,6,51
71052,2,40
71014,4,1023
71052,1,10
71006,5,16
70571,1,13
70558,4,15
70428,5,157
70448,1,15
70462,1,13
70509,4,30
70503,5,31
70294,7,52
70357,1,15
70310,7,2192
70040,7,53
70036,6,12
70079,6,93
70052,5,14
71145,1,10
71092,3,10
71159,9,21
71142,4,10
71085,7,65
69245,6,65
69243,5,1416
69279,4,932
69255,6,471
71188,4,11
71181,2,6
71225,4,94
70229,7,110
70217,7,42
70210,2,6
70199,2,11
70545,4,18
71041,7,131
70561,3,65
71001,7,277
70125,9,30
70048,7,16
70087,6,22
70339,2,47
70395,3,5
70279,5,618
70361,9,9
70297,9,11
70418,6,88
70504,4,42
70473,9,189
70439,1,19
70515,7,17
70470,1,18
70417,3,6
70512,9,31
70522,9,6
71115,1,9
71094,9,10
71075,1,15
70580,9,14
71007,3,5
70573,7,48
70531,4,5
70006,7,417
69294,4,515
69269,7,206
70067,1,6
70094,6,48
70140,1,4
70136,7,103
70078,6,38
70206,2,16
70250,6,43
70179,4,37
70190,2,6
70227,3,21
70467,4,141
70415,7,211
70488,1,11
70510,9,29
71221,3,550
71206,6,46
71254,4,5
70311,6,757
70390,5,57
70274,7,5
70362,6,10
71079,2,10
71156,1,21
71105,2,221
71151,3,9
71129,6,26
71119,4,124
70577,9,32
71040,3,146
70537,4,17
70525,1,11
69248,2,136
69255,3,637
69263,7,170
70088,3,5
70029,3,6
70432,9,39
70416,6,21
70422,3,5
70498,4,43
70505,3,10
70412,9,14
70178,2,11
70165,2,10
70156,3,6
70284,3,11
70323,6,51
70399,7,94
70290,3,10
70335,4,6
70347,5,44
71094,1,5
71132,9,218
71062,5,31
69254,7,132
69275,4,3853
69253,6,51
69240,2,31
71203,1,15
71257,5,111
71169,7,173
71213,4,45
71008,1,6
71024,2,30
71044,1,20
70575,2,32
71029,9,24
70562,9,17
70111,7,20
70129,6,26
70057,2,11
70447,4,409
70426,6,19
70469,4,25
70406,6,10
70521,5,22
70501,4,21
70248,4,208
70202,2,6
70219,2,6
70302,4,12
70331,3,27
70348,9,29
70372,9,10
70350,9,18
70349,6,54
71136,4,11
71128,3,5
71148,5,97
71064,5,121
71122,7,109
71104,4,19
71110,5,62
69296,5,336
69290,5,6833
69297,4,759
70012,4,76
70040,6,42
70104,5,87
70093,9,74
70111,5,30
71252,2,20
71170,3,85
71226,5,9
70504,3,6
70415,2,19
70441,3,19
70415,6,69
70505,5,40
71012,7,139
70547,5,21
71022,5,81
71051,3,5
70276,7,19
70315,6,81
70322,1,6
70348,1,6
70355,5,31
70159,6,11
70220,6,68
70273,2,6
71095,9,41
71100,5,21
71104,3,4
71112,5,20
69244,2,862
69244,3,3910
70090,6,17
70086,4,6
70148,4,11
71237,7,129
71018,4,20
70560,4,15
70532,9,29
71027,3,25
70558,6,15
70214,1,6
70383,3,49
70312,4,136
70315,3,5
71134,3,41
71062,3,11
70423,6,5
70507,2,10
70243,6,27
70203,7,31
70195,3,15
70235,7,46
70199,5,6
70235,4,11
70176,1,10
69248,5,642
70015,9,19
69253,1,15
70559,3,15
71056,7,771
70578,5,6
71112,6,30
71099,9,31
71097,3,22
71091,1,6
71135,4,95
70328,7,103
70368,6,29
70307,7,17
70356,3,28
70334,4,214
70106,6,13
70133,7,44
70130,6,20
70085,5,100
70105,6,30
70135,9,11
70035,7,49
70030,4,5
70089,2,12
71186,9,36
71198,6,72
70184,7,177
70206,4,77
70257,5,101
70267,6,98
70220,1,20
69286,6,3348
69261,1,21
69270,2,199
71056,5,287
71007,1,10
71017,5,6
71013,7,125
71013,1,5
70460,3,25
70482,3,40
70467,6,441
70513,5,328
70449,7,14
70501,3,11
70137,2,21
70112,9,10
70125,6,20
71128,9,9
71119,7,214
71098,2,14
71107,4,58
70313,4,40
70358,6,34
71218,9,39
71245,3,14
71228,4,29
71198,2,26
71176,2,246
70154,2,15
70267,1,24
70205,2,15
70107,3,36
70105,5,10
70032,4,11
70048,3,11
70492,3,27
70514,4,43
70456,5,22
70438,4,27
70505,6,10
70518,5,5
69240,9,51
69243,1,16
69285,3,289
69279,3,601
70526,7,128
71019,6,14
71063,6,131
71113,3,6
71092,9,55
71086,2,16
71061,9,40
70386,6,16
70367,1,26
70317,2,11
70328,4,45
70283,1,5
70485,4,26
70514,3,15
70476,2,5
70421,7,833
70510,1,10
70080,5,34
70059,7,127
70145,2,10
71212,3,36
71178,5,125
71194,2,30
71203,7,29
69299,6,347
70024,3,11
69272,4,593
69265,7,170
69284,5,242
69246,5,149
70027,7,16
70192,1,10
70261,7,455
70214,6,32
70256,9,42
70232,3,15
71022,3,20
70562,1,6
70553,3,5
71084,4,46
71081,6,411
71121,9,31
71058,4,28
71064,3,35
71141,7,92
70340,4,10
70376,6,57
70353,9,45
70297,1,6
70362,4,10
70485,3,6
70480,9,21
70469,1,10
70410,6,107
70494,4,90
70014,6,74
70021,7,36
70216,4,62
70253,7,59
70262,4,26
70196,7,81
70258,3,56
70176,9,15
71252,9,21
71246,7,69
71250,9,84
71195,5,16
71259,2,16
71012,1,5
70554,6,38
71038,5,62
71054,9,45
70540,3,7
70545,6,41
71028,9,13
71118,2,167
71126,7,167
71076,1,33
71157,1,15
71108,9,25
70284,4,26
70349,1,11
70392,5,6
70128,6,42
70088,9,15
70122,5,221
70035,1,6
70273,4,6
70205,9,20
70407,9,34
70464,9,122
70453,9,7
71206,3,5
71261,9,90
71171,6,62
69263,5,140
70017,6,52
69285,5,447
70401,1,5
70295,9,12
70398,3,10
70322,4,37
70311,4,727
71015,6,65
70546,5,47
71015,1,5
71034,7,89
71129,7,157
71146,4,41
71159,5,16
70134,7,53
70037,6,31
70184,1,5
70201,5,22
70197,2,10
70190,9,6
70229,5,20
70406,7,35
70484,9,22
70468,3,6
71210,9,21
71241,6,42
70006,1,67
69280,1,17
69296,4,486
69260,5,428
70550,3,702
70534,4,19
71034,4,59
71001,5,97
70292,5,193
70356,2,14
70318,2,20
70344,1,5
70308,7,73
71154,4,317
71160,6,46
71091,3,6
71158,3,80
70240,3,51
70262,7,41
70229,9,10
70177,7,259
70043,3,5
70120,5,423
70107,7,78
70055,9,64
70063,4,32
70100,5,12
70297,7,16
70319,9,16
70386,5,26
70319,2,11
70337,5,13
70342,2,5
70480,4,11
70411,6,10
70463,7,14
70511,6,25
71236,5,124
71184,2,20
70578,3,11
70566,9,15
70581,6,119
71018,9,54
71030,1,10
71038,3,36
69278,7,1068
70018,4,38
69291,9,659
69286,7,5815
70007,5,56
69244,1,8
71123,4,59
71150,7,861
71149,6,128
71135,7,275
71101,7,139
70165,4,51
70187,7,81
70187,2,11
70254,3,22
70238,4,6
70243,9,34
70095,3,21
70071,3,6
70112,4,5
70291,1,6
70335,7,23
70371,6,40
70301,2,6
70283,6,84
70390,3,21
71041,5,6
71025,5,41
71051,5,13
71013,6,49
70464,2,51
70447,2,54
70510,3,5
70491,4,44
70493,4,80
70489,9,77
70461,7,86
71258,2,39
71255,6,29
71185,3,20
71222,4,93
71185,5,47
69297,7,1355
69266,4,22043
70002,4,15
69243,2,243
71141,5,25
71152,6,5
71115,4,5
71150,2,116
71068,5,10
71096,6,5
71078,7,31
70074,6,60
70104,4,68
70059,9,48
70188,7,20
70215,1,6
70397,6,6
70320,6,18
70371,5,35
70298,5,24
70490,9,17
70498,2,28
70518,7,36
70518,4,5
70544,1,5
71042,2,12
70559,5,20
71252,7,76
71170,6,220
71194,7,196
71250,4,226
71263,7,2484
71171,3,5
69295,4,305
70014,5,59
69264,1,24
70010,6,17
69287,3,820
70245,9,346
70208,6,49
70225,7,21
71099,4,26
71096,7,95
71100,3,16
70143,7,43
70104,9,69
70122,7,607
70124,9,15
70084,6,56
70077,4,21
70127,4,15
71219,5,64
71205,2,36
70331,2,21
70318,9,35
70369,1,18
70357,3,5
70522,2,6
70499,3,6
70429,5,55
70402,3,11
70491,9,34
70553,6,10
71002,5,156
71036,7,14
70574,4,9
71036,9,5
70554,9,11
70257,9,86
70249,1,5
70253,3,20
70189,5,35
70240,2,36
70172,3,6
70133,5,27
70077,9,11
70142,3,11
70042,2,10
70315,5,66
70393,4,26
70342,5,20
70303,7,57
70328,3,30
70399,4,6
71106,2,100
71159,6,16
71109,7,78
71159,1,6
69268,9,236
70026,3,60
69238,9,321
69287,5,835
70018,2,10
70519,5,22
70405,4,41
70481,9,22
70401,6,19
70432,4,46
71195,2,16
71242,7,207
71239,4,16
71234,5,22
70081,2,16
70126,4,15
70075,4,21
70083,5,40
70524,7,17
71050,5,48
71008,2,11
70254,4,43
70164,9,5
70259,4,52
70220,3,5
70240,4,143
70313,6,69
70351,9,10
70275,2,11
70349,4,33
70446,3,32
70496,7,17
70462,6,7
70455,1,6
71184,1,36
71187,5,237
71185,1,14
71210,1,31
71216,2,11
71165,4,22
69284,9,377
71148,9,82
71067,5,11
71109,6,57
71143,2,36
70122,2,42
70075,2,13
70122,6,226
70133,4,17
70179,5,14
70217,1,19
70152,7,134
70205,4,25
70558,3,15
70571,3,7
71023,5,133
71042,3,10
70553,7,51
70532,7,132
70327,3,6
70376,3,25
70390,9,26
70385,7,57
71251,5,40
71218,3,11
71204,5,161
71227,9,33
71239,7,307
71196,7,222
70010,7,41
70488,2,6
70474,7,66
70484,4,33
70500,5,19
71069,2,16
71133,6,162
71120,4,264
71096,5,26
71127,7,40
